tic_id,hostname,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_teff,st_tefferr1,st_tefferr2,sy_dist,pl_letter,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,tran_flag,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2
"TIC 90605642","K2-380",1.320000,0.078000,-0.072000,0.993000,0.416000,-0.302000,5911.00,138.00,-138.00,249.30300000,"b",9.40131200000,0.00046900000,-0.00050600000,2.72900000,0.18600000,-0.17600000,7.89000000,,,"M-R relationship",,,,,,,1,2457302.93540000,0.00200000,-0.00170000
"TIC 399702475","K2-384",0.348000,0.011000,-0.010000,0.330000,0.009000,-0.009000,3623.00,138.00,-138.00,82.66030000,"f",13.62749000000,0.00034200000,-0.00057400000,2.22200000,0.09100000,-0.08200000,5.57000000,,,"M-R relationship",,,,,,,1,2457392.60020000,0.00090000,-0.00120000
"TIC 12821302","K2-367",0.625000,0.041000,-0.046000,0.756000,0.231000,-0.347000,4348.00,128.00,-128.00,176.96500000,"b",20.64509900000,0.00099500000,-0.00137500000,2.41300000,0.22500000,-0.19600000,6.41000000,,,"M-R relationship",,,,,,,1,2456997.39410000,0.00200000,-0.00140000
"TIC 49512708","K2-366",0.940000,0.065000,-0.058000,0.825000,0.366000,-0.255000,5601.00,138.00,-138.00,185.94700000,"b",15.93703900000,0.00079600000,-0.00114400000,2.35900000,0.18700000,-0.16700000,6.16000000,,,"M-R relationship",,,,,,,1,2456906.43510000,0.00280000,-0.00320000
"TIC 38136597","K2-368",0.663000,0.047000,-0.045000,0.746000,0.334000,-0.232000,4663.00,138.00,-138.00,206.60800000,"b",5.02559800000,0.00028700000,-0.00034200000,1.33200000,0.10700000,-0.10000000,2.34000000,,,"M-R relationship",,,,,,,1,2456978.76720000,0.00250000,-0.00270000
"TIC 296739893","TOI-620",0.550000,0.017000,-0.017000,0.577000,0.024000,-0.023000,3708.00,57.00,-56.00,33.02310000,"b",5.09881790000,0.00000450000,-0.00000460000,3.76000000,0.15000000,-0.15000000,13.60000000,,,"M-R relationship",87.47000,0.18000,-0.30000,0.220000,0.280000,-0.120000,1,2458992.19724000,0.00078000,-0.00069000
"TIC 404715018","GJ 9066",0.164000,0.005000,-0.005000,0.150000,0.010000,-0.010000,3154.00,54.00,-54.00,4.47100000,"c",771.36000000000,1.34000000000,-1.23000000000,9.60000000,,,66.74396547,6.35656814,-6.35656814,"Msini",,,,0.460000,0.040000,-0.040000,0,,,
"TIC 122784501","KOI-984",0.818000,0.026000,-0.025000,0.928000,0.031000,-0.031000,5295.00,150.00,-150.00,252.66700000,"b",4.28817850000,0.00000350000,-0.00000350000,4.30000000,0.05000000,-0.05000000,17.10000000,,,"M-R relationship",88.93000,,,0.120000,0.020000,-0.020000,1,2454957.78370000,0.00140000,-0.00140000
"TIC 321669174","TOI-2081",0.534000,0.080000,-0.080000,0.540000,0.080000,-0.080000,3800.00,100.00,-100.00,62.34460000,"b",10.50534000000,0.00007000000,-0.00008000000,2.04000000,0.50000000,-0.54000000,4.82000000,,,"M-R relationship",89.34000,0.46000,-0.73000,,,,1,2458685.89960000,0.00290000,-0.00280000
"TIC 399702475","K2-384",0.348000,0.011000,-0.010000,0.330000,0.009000,-0.009000,3623.00,138.00,-138.00,82.66030000,"c",4.19476600000,0.00030900000,-0.00018900000,1.19100000,0.05300000,-0.07500000,1.82000000,,,"M-R relationship",,,,,,,1,2457394.41580000,0.00230000,-0.00350000
"TIC 49984349","K2-369",0.881000,0.054000,-0.049000,0.735000,0.334000,-0.224000,5682.00,138.00,-138.00,185.55000000,"b",5.76161200000,0.00084600000,-0.00071400000,1.31300000,0.10100000,-0.09500000,2.28000000,,,"M-R relationship",88.33669,1.18619,-2.70271,,,,1,2456979.87160000,0.00520000,-0.00530000
"TIC 283031851","TYC 2187-512-1",0.495000,0.014000,-0.014000,0.498000,0.019000,-0.019000,3734.00,54.00,-54.00,15.47440000,"b",691.90000000000,8.77000000000,-8.61000000000,12.50000000,,,104.88337431,6.35656814,-6.35656814,"Msini",,,,0.050000,0.040000,-0.030000,0,,,
"TIC 230127302","TOI-1246",0.860000,0.050000,-0.050000,0.870000,0.030000,-0.030000,5151.00,100.00,-100.00,169.42200000,"b",4.30744000000,0.00002000000,-0.00002000000,3.01000000,0.06000000,-0.06000000,8.10000000,1.10000000,-1.10000000,"Mass",87.90000,0.40000,-0.40000,,,,1,2458686.56580000,0.00100000,-0.00100000
"TIC 307809773","HD 260655",0.439000,0.003000,-0.003000,0.439000,0.011000,-0.011000,3803.00,10.00,-10.00,10.00550000,"b",2.76953000000,0.00003000000,-0.00003000000,1.24000000,0.02300000,-0.02300000,2.14000000,0.34000000,-0.34000000,"Mass",87.35000,0.14000,-0.14000,0.039000,0.043000,-0.023000,1,2459497.91020000,0.00030000,-0.00030000
,"KMT-2020-BLG-0414L",,,,0.259000,0.041000,-0.034000,,,,800.00000000,"b",,,,0.99700000,,,0.96000000,0.15000000,-0.13000000,"Mass",,,,,,,0,,,
"TIC 333800257","K2-372",0.922000,0.018000,-0.018000,0.847000,0.101000,-0.088000,5479.00,27.00,-27.00,463.88000000,"b",9.84407700000,0.00056500000,-0.00057500000,2.94500000,0.07700000,-0.07500000,8.98000000,,,"M-R relationship",,,,,,,1,2457146.32870000,0.00190000,-0.00150000
"TIC 464646604","HIP 94235",1.080000,0.110000,-0.100000,1.094000,0.024000,-0.007000,5991.00,50.00,-50.00,58.51460000,"b",7.71305700000,0.00002100000,-0.00002100000,3.00000000,0.32000000,-0.28000000,379.00000000,,,"Mass",87.14000,0.16000,-0.17000,0.320000,0.200000,-0.200000,1,2459037.87040000,0.00110000,-0.00220000
"TIC 307809773","HD 260655",0.439000,0.003000,-0.003000,0.439000,0.011000,-0.011000,3803.00,10.00,-10.00,10.00550000,"c",5.70588000000,0.00007000000,-0.00007000000,1.53300000,0.05100000,-0.04600000,3.09000000,0.48000000,-0.48000000,"Mass",87.79000,0.08000,-0.08000,0.038000,0.036000,-0.022000,1,2459490.36460000,0.00040000,-0.00040000
"TIC 169397663","HD 33142",4.170000,0.030000,-0.070000,1.520000,0.030000,-0.030000,5025.40,23.60,-15.50,121.37500000,"d",89.90000000000,0.10000000000,-0.10000000000,9.32000000,,,63.56568140,6.35656814,-9.53485221,"Msini",,,,0.191000,0.140000,-0.128000,0,,,
"TIC 436575927","K2-394",0.631000,0.044000,-0.040000,0.478000,0.214000,-0.147000,4938.00,138.00,-138.00,98.01520000,"b",5.09571700000,0.00011500000,-0.00011500000,1.69200000,0.13600000,-0.12600000,3.51000000,,,"M-R relationship",,,,,,,1,2457825.28590000,0.00100000,-0.00120000
"TIC 55652896","TOI-216",0.748000,0.015000,-0.015000,0.770000,0.030000,-0.030000,5026.00,125.00,-125.00,177.94500000,"b",17.16073000000,,,8.00000000,3.00000000,-2.00000000,18.75187601,0.63565681,-0.63565681,"Mass",88.60000,0.03000,-0.04000,0.160000,0.003000,-0.002000,1,2458324.59110000,,
"TIC 289383510","HD 19615",32.300000,0.900000,-0.900000,1.100000,0.100000,-0.100000,4263.00,38.00,-38.00,265.15500000,"b",402.00000000000,2.00000000000,-2.00000000000,12.60000000,,,2701.54145950,222.47988490,-222.47988490,"Msini",,,,0.200000,0.100000,-0.100000,0,,,
"TIC 229752137","HD 174205",26.600000,0.600000,-0.600000,1.800000,0.100000,-0.100000,4308.00,25.00,-25.00,234.02700000,"b",582.00000000000,17.00000000000,-17.00000000000,13.00000000,,,1334.87930940,158.91420350,-158.91420350,"Msini",,,,0.400000,0.200000,-0.200000,0,,,
"TIC 101011575","HD 73583",0.650000,0.020000,-0.020000,0.730000,0.020000,-0.020000,4511.00,110.00,-110.00,31.56660000,"b",6.39804200000,0.00000670000,-0.00000620000,2.79000000,0.10000000,-0.10000000,10.20000000,3.40000000,-3.10000000,"Mass",88.37000,0.18000,-0.18000,0.090000,0.090000,-0.060000,1,2458517.69013000,0.00056000,-0.00059000
"TIC 101011575","HD 73583",0.650000,0.020000,-0.020000,0.730000,0.020000,-0.020000,4511.00,110.00,-110.00,31.56660000,"c",18.87974000000,0.00086000000,-0.00074000000,2.39000000,0.10000000,-0.09000000,9.70000000,1.80000000,-1.70000000,"Mass",89.72000,0.20000,-0.27000,0.080000,0.110000,-0.060000,1,2459232.16820000,0.00190000,-0.00240000
"TIC 281738302","HD 149806",0.890000,0.030000,-0.030000,0.930000,0.119000,-0.119000,5352.05,142.65,-116.63,20.27270000,"b",16521.52778000000,6426.22918000000,-3696.60573000000,12.30000000,,,4003.68444298,856.22972846,-884.19862827,"Mass",13.57400,1.70500,-1.48000,0.357000,0.162000,-0.236000,0,,,
"TIC 215687919","HD 144899",1.648020,0.085221,-0.070990,1.160000,0.164000,-0.164000,6126.00,149.78,-123.70,115.66500000,"b",40.43914000000,0.03099000000,-0.04979000000,4.77000000,,,20.34101805,6.67439655,-5.08525451,"Msini",,,,0.821000,0.078000,-0.171000,0,,,
"TIC 12514017","HD 151450",1.171840,0.053777,-0.041575,1.140000,0.160000,-0.160000,6091.98,129.58,-85.79,43.60020000,"b",21.89288000000,0.00846000000,-0.00539000000,6.94000000,,,38.45723725,6.03873973,-7.94571018,"Msini",,,,0.496000,0.117000,-0.104000,0,,,
"TIC 9967949","GJ 2030",2.241040,0.097217,-0.094059,0.960000,0.125000,-0.125000,5485.00,103.89,-94.40,37.07880000,"c",25533.11353000000,2549.01187000000,-2322.57168000000,12.30000000,,,4069.15709482,742.12933034,-678.88147735,"Mass",16.99900,2.93500,-2.53500,0.041000,0.003000,-0.008000,0,,,
"TIC 16465196","HD 168443",1.711479,0.040480,-0.040480,0.980000,0.119000,-0.119000,5491.00,44.00,-44.00,39.62450000,"b",58.11187000000,0.00024000000,-0.00018000000,12.60000000,,,2424.39508860,192.60401464,-201.18538163,"Msini",,,,0.530000,0.002000,-0.001000,0,2455272.95700000,0.01100000,-0.01000000
"TIC 232606278","HD 156279",0.950000,0.020000,-0.020000,0.940000,0.117000,-0.117000,5453.00,40.00,-40.00,36.19450000,"b",133.40355000000,0.00417000000,-0.00405000000,12.50000000,,,2997.75753482,242.18524613,-254.58055401,"Msini",,,,0.647000,0.000800,-0.000700,0,2455464.94000000,0.12000000,-0.13000000
"TIC 16465196","HD 168443",1.711479,0.040480,-0.040480,0.980000,0.119000,-0.119000,5491.00,44.00,-44.00,39.62450000,"c",1753.10960000000,0.77149000000,-0.72042000000,12.20000000,,,5500.33841154,810.46243785,-287.95253674,"Mass",91.21800,22.28300,-16.08800,0.210000,0.002000,-0.003000,0,2455599.41000000,0.75000000,-0.77000000
"TIC 369021303","GJ 676 A",0.690000,0.070000,-0.070000,0.626000,0.063000,-0.063000,3734.00,181.00,-181.00,16.02720000,"c",13921.42302000000,1232.33794000000,-1514.65143000000,12.30000000,,,4288.14086724,332.44851372,-358.19261469,"Mass",33.69000,1.36200,-1.32400,0.295000,0.033000,-0.049000,0,,,
"TIC 405344271","HD 72892",1.220000,0.060000,-0.060000,1.010000,0.128000,-0.128000,5688.00,100.00,-100.00,69.73110000,"b",39.44603000000,0.00168000000,-0.00145000000,12.80000000,,,1737.88572948,143.65843996,-150.96849332,"Msini",,,,0.419000,0.003000,-0.003000,0,,,
"TIC 12514017","HD 151450",1.171840,0.053777,-0.041575,1.140000,0.160000,-0.160000,6091.98,129.58,-85.79,43.60020000,"c",18144.76236000000,5356.32955000000,-4350.39093000000,12.80000000,,,1636.18063924,375.03752026,-336.26245461,"Mass",42.36900,11.08500,-8.85800,0.138000,0.108000,-0.080000,0,,,
"TIC 115582979","HD 153557",0.745171,0.063359,-0.039756,0.790000,0.091000,-0.091000,4837.00,96.07,-159.51,17.94120000,"c",15.27018000000,0.00140000000,-0.00117000000,4.36000000,,,17.48056238,1.58914204,-1.90697044,"Msini",,,,0.511000,0.037000,-0.029000,0,,,
"TIC 92566472","GJ 9714",0.662662,0.054573,-0.064362,0.670000,0.076000,-0.076000,4263.00,144.31,-102.97,20.51210000,"b",19240.75467000000,8353.76637000000,-4514.32010000000,12.50000000,,,2988.54051102,970.96578339,-538.71914986,"Mass",155.32600,4.80400,-5.04100,0.155000,0.073000,-0.041000,0,,,
"TIC 53134037","HD 169830",1.935709,0.045980,-0.045980,1.170000,0.158000,-0.158000,6300.00,50.00,-50.00,37.60480000,"b",225.67372000000,0.05685000000,-0.06500000000,13.20000000,,,804.42369812,71.19356317,-75.32533246,"Msini",,,,0.294000,0.012000,-0.011000,0,2455515.75000000,0.84000000,-0.84000000
"TIC 220408612","HD 30177",1.019000,0.034000,-0.034000,0.980000,0.115000,-0.115000,5580.00,12.00,-12.00,55.58670000,"c",12085.45186000000,583.05318000000,-440.70332000000,12.70000000,,,1954.64470305,415.71955636,-108.37948679,"Mass",98.01600,16.02500,-24.23500,0.039000,0.005000,-0.013000,0,,,
"TIC 115582979","HD 153557",0.745171,0.063359,-0.039756,0.790000,0.091000,-0.091000,4837.00,96.07,-159.51,17.94120000,"d",40654.64809000000,3874.17546000000,-4234.02733000000,11.90000000,,,8725.66108578,1130.19781529,-1111.12811087,"Mass",14.32400,0.96400,-0.93500,0.152000,0.060000,-0.047000,0,,,
"TIC 422679659","HD 12235",1.801850,0.089770,-0.055225,1.100000,0.134000,-0.134000,5986.00,92.66,-118.21,31.76270000,"b",4.36305000000,0.00025000000,-0.00042000000,3.23000000,,,10.48833743,1.27131363,-1.58914204,"Msini",,,,0.376000,0.110000,-0.254000,0,,,
"TIC 288329878","HD 203387",10.585200,,,2.817000,0.271000,-0.271000,5174.32,23.92,-23.92,61.74770000,"b",512.53520000000,7.53525000000,-8.15674000000,13.10000000,,,1106.04285636,187.20093172,-168.76688412,"Msini",,,,0.732000,0.049000,-0.049000,0,,,
"TIC 134245358","HD 183263",1.230000,0.020000,-0.020000,1.060000,0.136000,-0.136000,5948.00,27.00,-27.00,54.19550000,"c",4667.97841000000,18.57225000000,-17.90216000000,12.50000000,,,2958.98246917,483.73483545,-579.08335755,"Mass",73.71800,63.94300,-32.07700,0.051000,0.010000,-0.010000,0,2457195.70000000,8.50000000,-8.80000000
"TIC 134245358","HD 183263",1.230000,0.020000,-0.020000,1.060000,0.136000,-0.136000,5948.00,27.00,-27.00,54.19550000,"b",624.87404000000,0.25370000000,-0.26179000000,13.10000000,,,1103.18240070,91.85240962,-96.61983573,"Msini",,,,0.383000,0.007000,-0.007000,0,2456925.20000000,1.60000000,-1.50000000
"TIC 99734092","HD 204313",1.100000,0.020000,-0.020000,1.030000,0.132000,-0.132000,5767.00,17.00,-17.00,47.79450000,"b",2041.11539000000,1.68088000000,-1.86675000000,12.90000000,,,1466.77809830,409.99864503,-97.25549254,"Mass",72.91700,31.37200,-21.47600,0.100000,0.003000,-0.003000,0,,,
"TIC 396697266","HD 27894",0.891767,0.014934,-0.023922,0.810000,0.096000,-0.096000,4875.00,81.00,-81.00,43.82140000,"d",5019.54244000000,32.59359000000,-31.12557000000,12.70000000,,,2063.65984665,313.69663771,-112.19342767,"Mass",101.52400,14.74200,-31.50300,0.343000,0.031000,-0.026000,0,,,
"TIC 152449405","HD 156098",2.757160,0.119836,-0.141330,1.290000,0.200000,-0.200000,6419.19,139.97,-144.01,48.24900000,"b",21.85849000000,0.01232000000,-0.00601000000,4.12000000,,,15.89142035,3.49611248,-1.27131363,"Msini",,,,0.109000,0.101000,-0.048000,0,,,
"TIC 152449405","HD 156098",2.757160,0.119836,-0.141330,1.290000,0.200000,-0.200000,6419.19,139.97,-144.01,48.24900000,"c",7841.58390000000,247.41756000000,-516.56728000000,12.80000000,,,1661.60691180,615.95145277,-409.04515981,"Mass",23.46200,22.35200,0.00000,0.391000,0.040000,-0.051000,0,,,
"TIC 311649327","HD 155918",1.019060,0.041315,-0.046504,1.030000,0.132000,-0.132000,5771.84,107.21,-104.37,27.56100000,"c",17202.19446000000,2100.79072000000,-1950.03472000000,12.80000000,,,1878.04805696,207.54194977,-243.45655976,"Mass",31.77100,2.80600,-2.13100,0.071000,0.051000,-0.053000,0,,,
"TIC 7623762","HIP 19976",0.772319,0.074293,-0.059049,0.670000,0.084000,-0.084000,4316.00,130.32,-112.75,40.27070000,"b",50.65905000000,0.06282000000,-0.07830000000,4.94000000,,,21.61233168,2.86045566,-5.08525451,"Msini",,,,0.304000,0.200000,-0.145000,0,,,
"TIC 291466351","HIP 35965",0.697551,0.032651,-0.049007,0.780000,0.090000,-0.090000,4836.00,133.64,-79.74,50.16770000,"b",26125.56497000000,13613.39551000000,-10171.69978000000,12.60000000,,,2589.98368864,1374.29003187,-970.96578339,"Mass",43.69800,8.52600,-8.31600,0.138000,0.107000,-0.087000,0,,,
"TIC 3409107","HD 181234",1.059423,0.023986,-0.023986,0.940000,0.118000,-0.118000,5386.00,60.00,-60.00,47.74580000,"b",7593.40512000000,113.61020000000,-121.82598000000,12.50000000,,,2980.91262925,321.00669107,-315.60360815,"Mass",98.73200,24.46600,-41.61000,0.726000,0.010000,-0.010000,0,2457580.00000000,310.00000000,-270.00000000
"TIC 167730892","HD 168863",0.777826,0.064874,-0.069487,0.800000,0.101000,-0.101000,4905.00,170.10,-153.97,39.89790000,"b",14773.93272000000,8638.61024000000,-2644.05863000000,12.70000000,,,2154.87659946,354.06084540,-348.33993407,"Mass",129.83900,5.08800,-7.60900,0.187000,0.181000,-0.064000,0,,,
"TIC 406781410","HIP 55507",0.723643,0.084061,-0.048602,0.650000,0.079000,-0.079000,4171.00,93.16,-149.45,25.48930000,"b",5138.43727000000,887.26948000000,-529.24741000000,12.60000000,,,2585.53409095,792.02839024,-546.34703163,"Mass",135.02200,15.69300,-22.37000,0.362000,0.124000,-0.195000,0,,,
"TIC 396697266","HD 27894",0.891767,0.014934,-0.023922,0.810000,0.096000,-0.096000,4875.00,81.00,-81.00,43.82140000,"b",18.01939000000,0.00024000000,-0.00027000000,14.10000000,,,196.73578393,15.89142035,-15.89142035,"Msini",,,,0.047000,0.012000,-0.011000,0,,,
"TIC 201266092","HD 23596",1.530000,0.030000,-0.030000,1.100000,0.137000,-0.137000,6040.00,29.00,-29.00,52.00180000,"b",1535.11912000000,7.76172000000,-9.26013000000,12.40000000,,,3786.60764100,314.65012293,-561.92062358,"Mass",38.89800,15.75900,-77.17900,0.282000,0.017000,-0.014000,0,,,
"TIC 37947783","HD 28185",1.030000,0.010000,-0.010000,0.990000,0.126000,-0.126000,5662.00,11.00,-11.00,39.38090000,"b",385.52775000000,0.04362000000,-0.05554000000,12.80000000,,,1855.16441166,154.46460580,-162.09248757,"Msini",,,,0.055000,0.004000,-0.003000,0,2455438.70000000,1.00000000,-0.86000000
"TIC 27354139","HD 125390",6.470000,,,1.820000,0.105000,-0.105000,4882.00,29.00,-29.00,153.64700000,"b",1757.39151000000,4.66922000000,-5.44185000000,11.90000000,,,8646.20398403,1311.99566410,-99.48029139,"Mass",84.68500,25.69900,-19.71000,0.597000,0.020000,-0.017000,0,,,
"TIC 124279525","GJ 229",0.460000,0.010000,-0.020000,0.509000,0.020000,-0.020000,3564.00,,,5.75624000,"c",121.93268000000,0.06708000000,-0.08158000000,2.87000000,,,8.58136699,0.63565681,-0.63565681,"Msini",,,,0.366000,0.065000,-0.063000,0,,,
"TIC 117905020","HD 190228",2.586580,,,1.415000,0.081000,-0.081000,5360.00,40.00,-40.00,62.71460000,"b",1143.59858000000,1.76742000000,-1.70680000000,12.90000000,,,1598.67688721,378.21580433,-0.95348522,"Mass",94.98700,26.24800,-31.41900,0.559000,0.010000,-0.010000,0,,,
"TIC 137318289","Kepler-787",0.620000,0.020000,-0.019000,0.650000,0.028000,-0.023000,4248.00,40.90,-33.57,503.56800000,"b",0.92831049800,0.00000219700,-0.00000219700,1.28000000,0.06000000,-0.07000000,2.18000000,,,"M-R relationship",88.27000,,,0.000000,,,1,2454966.80341000,0.00184000,-0.00184000
"TIC 220408612","HD 30177",1.019000,0.034000,-0.034000,0.980000,0.115000,-0.115000,5580.00,12.00,-12.00,55.58670000,"b",2514.53422000000,5.21645000000,-4.34065000000,12.60000000,,,2670.71210402,394.42505309,-155.41809102,"Mass",85.39300,14.35400,-18.74200,0.207000,0.012000,-0.017000,0,,,
"TIC 200093173","HD 38529",2.857838,0.040402,-0.040402,0.980000,0.125000,-0.125000,5697.00,44.00,-44.00,42.35380000,"b",14.30990000000,0.00013000000,-0.00013000000,14.10000000,,,206.58846455,17.16273398,-18.11621920,"Msini",,,,0.256000,0.009000,-0.009000,0,2455200.30000000,0.05000000,-0.05000000
"TIC 181152368","HIP 56640",4.930000,0.050000,-0.050000,1.750000,0.101000,-0.101000,4769.00,55.00,-55.00,122.32400000,"b",2675.57603000000,183.35403000000,-108.29793000000,12.70000000,,,2151.69831539,590.84300861,-385.52585769,"Mass",85.09300,49.21100,-43.67100,0.118000,0.062000,-0.076000,0,,,
"TIC 137603530","HD 81817",83.800000,7.800000,-7.800000,4.300000,0.500000,-0.500000,4140.00,55.00,-55.00,269.12600000,"b",1021.20159000000,13.88370000000,-9.89130000000,12.00000000,,,7668.56380410,3097.87348303,-219.61942924,"Mass",95.59400,29.63700,-35.30700,0.097000,0.090000,-0.057000,0,,,
"TIC 404598466","HIP 90988",3.940000,0.040000,-0.040000,1.613000,0.093000,-0.093000,4883.00,57.00,-57.00,94.03490000,"b",455.73816000000,2.11413000000,-1.88939000000,13.40000000,,,668.07531151,25.10844415,-27.01541459,"Msini",,,,0.081000,0.042000,-0.043000,0,,,
"TIC 316830331","HD 205158",1.877410,0.068984,-0.081921,1.160000,0.159000,-0.159000,6133.55,129.37,-83.10,86.61590000,"b",25.33798000000,0.00360000000,-0.00286000000,13.90000000,,,124.58873554,12.39530787,-14.30227832,"Msini",,,,0.145000,0.075000,-0.058000,0,,,
"TIC 425997655","HD 23472",0.710000,0.020000,-0.020000,0.670000,0.030000,-0.030000,4684.00,99.00,-99.00,39.03410000,"c",29.79749000000,0.00013000000,-0.00014000000,1.87000000,0.12000000,-0.11000000,3.41000000,0.88000000,-0.81000000,"Mass",89.09500,0.08900,-0.07300,0.063000,0.054000,-0.043000,1,2458370.10370000,0.00190000,-0.00180000
"TIC 425997655","HD 23472",0.710000,0.020000,-0.020000,0.670000,0.030000,-0.030000,4684.00,99.00,-99.00,39.03410000,"f",12.16218390000,0.00012000000,-0.00009900000,1.13700000,0.08400000,-0.07700000,0.77000000,0.44000000,-0.40000000,"Mass",88.81000,0.58000,-0.32000,0.070000,0.048000,-0.051000,1,2458360.07540000,0.00490000,-0.00780000
"TIC 200093173","HD 38529",2.857838,0.040402,-0.040402,0.980000,0.125000,-0.125000,5697.00,44.00,-44.00,42.35380000,"c",2127.60566000000,1.49376000000,-1.55088000000,12.50000000,,,3299.05886466,325.77411718,-280.96031179,"Mass",104.55900,6.39300,-8.72200,0.357000,0.005000,-0.005000,0,2454612.60000000,3.30000000,-3.30000000
"TIC 37660988","HD 43197",1.000000,0.010000,-0.010000,0.960000,0.120000,-0.120000,5508.00,46.00,-46.00,62.41120000,"b",308.92072000000,2.34087000000,-2.83567000000,14.20000000,,,175.75910907,16.52707716,-15.25576354,"Msini",,,,0.742000,0.017000,-0.018000,0,,,
"TIC 219483057","14 Her",0.930000,0.010000,-0.010000,0.910000,0.113000,-0.113000,5338.00,25.00,-25.00,17.93230000,"c",15732.45889000000,2654.17497000000,-1896.09685000000,12.90000000,,,1597.08774518,277.46419931,-339.12291027,"Mass",129.09700,6.25500,-29.05100,0.393000,0.045000,-0.048000,0,2454680.00000000,440.00000000,-310.00000000
"TIC 248048656","HD 217786",1.270000,0.060000,-0.060000,1.140000,0.159000,-0.159000,5966.00,65.00,-65.00,55.48470000,"c",2.52221000000,0.00012000000,-0.00005000000,2.61000000,,,7.31005336,0.63565681,-0.63565681,"Msini",,,,0.399000,0.169000,-0.218000,0,,,
"TIC 12973036","HD 217958",1.326190,0.060683,-0.075236,1.080000,0.141000,-0.141000,5930.64,108.90,-161.07,61.79570000,"b",2560.19774000000,66.52293000000,-91.15204000000,14.20000000,,,166.54208527,110.28645723,-20.02318964,"Mass",91.35700,31.07800,-38.77100,0.156000,0.093000,-0.081000,0,,,
"TIC 105999792","HD 190360",1.140000,0.020000,-0.020000,1.000000,0.100000,-0.100000,5552.00,11.00,-11.00,16.00690000,"b",2854.00000000000,13.00000000000,-13.00000000000,13.40000000,,,572.09113260,63.56568140,-63.56568140,"Mass",80.20000,23.20000,-23.20000,0.340000,0.018000,-0.018000,0,2456758.00000000,8.70000000,-8.40000000
"TIC 73238215","HD 66428",1.130000,0.020000,-0.020000,1.010000,0.132000,-0.132000,5716.00,20.00,-20.00,53.28170000,"b",2269.81726000000,5.36611000000,-5.85401000000,12.40000000,,,3478.94974302,776.13696989,-1222.05022491,"Mass",16.63900,10.12100,-2.95900,0.471000,0.012000,-0.012000,0,2456562.00000000,13.00000000,-13.00000000
"TIC 307906761","HD 80869",1.062000,0.042000,-0.042000,1.060000,0.132000,-0.132000,5837.00,15.00,-15.00,85.39510000,"b",1752.92067000000,37.01650000000,-33.60283000000,12.80000000,,,1609.80088146,809.82678104,-179.57304995,"Mass",98.55900,29.55500,-39.10400,0.924000,0.053000,-0.094000,0,,,
"TIC 237356930","HD 25912",0.995896,0.045402,-0.036276,1.080000,0.130000,-0.130000,5920.58,99.77,-112.80,49.16610000,"b",41.83156000000,0.02308000000,-0.03093000000,6.90000000,,,38.13940884,4.13176929,-4.13176929,"Msini",,,,0.050000,0.039000,-0.034000,0,,,
,"OGLE-2019-BLG-1470L A",,,,0.570000,0.430000,-0.320000,,,,5900.00000000,"c",,,,13.30000000,,,699.22249540,572.09113260,-413.17692910,"Mass",,,,,,,0,,,
"TIC 159873822","TOI-2048",0.790000,0.040000,-0.040000,0.830000,0.030000,-0.030000,5185.00,60.00,-60.00,116.56700000,"b",13.79019000000,0.00065000000,-0.00084000000,2.61000000,0.17000000,-0.16000000,7.32000000,,,"M-R relationship",89.41000,0.39000,-0.42000,0.130000,0.180000,-0.090000,1,2458739.11740000,0.01200000,-0.00870000
"TIC 379949822","HD 74156",1.510576,0.034482,-0.034482,1.100000,0.136000,-0.136000,6068.00,44.00,-44.00,57.60300000,"b",51.63564000000,0.00100000000,-0.00113000000,13.50000000,,,532.36258173,43.22466335,-45.44946220,"Msini",,,,0.636000,0.008000,-0.005000,0,2455231.46400000,0.04700000,-0.04800000
"TIC 11749208","HD 73267",0.909000,0.033000,-0.033000,0.930000,0.119000,-0.119000,5387.00,10.00,-10.00,50.40930000,"b",1257.99159000000,0.50697000000,-0.60358000000,13.00000000,,,1321.53051631,216.44114517,-164.95294323,"Mass",130.84300,7.61400,-7.66000,0.261000,0.004000,-0.004000,0,,,
"TIC 379949822","HD 74156",1.510576,0.034482,-0.034482,1.100000,0.136000,-0.136000,6068.00,44.00,-44.00,57.60300000,"c",2448.48726000000,4.19249000000,-4.24759000000,12.50000000,,,2753.98314665,440.19234369,-149.37935129,"Mass",120.16200,7.60100,-66.22500,0.377000,0.006000,-0.006000,0,2457109.70000000,9.00000000,-8.90000000
"TIC 397519199","HD 105618",1.273990,0.040488,-0.068869,1.010000,0.129000,-0.129000,5671.00,81.93,-129.83,70.08370000,"b",10.02245000000,0.00139000000,-0.00118000000,5.44000000,,,25.42627256,2.22479885,-2.54262726,"Msini",,,,0.455000,0.041000,-0.038000,0,,,
