tic_id,hostname,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_teff,st_tefferr1,st_tefferr2,sy_dist,pl_letter,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,tran_flag,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2
"TIC 158394479","Kepler-334",1.068000,0.194000,-0.194000,1.022000,0.023500,-0.023500,5828.00,100.00,-100.00,426.59000000,"d",25.09849000000,0.00014200000,-0.00014200000,1.41000000,0.26000000,-0.26000000,2.57000000,,,"M-R relationship",88.88000,,,0.000000,,,1,2454978.56945000,0.00345000,-0.00345000
"TIC 272489533","Kepler-251",0.890000,0.155000,-0.155000,0.891000,0.019000,-0.027000,5526.00,100.00,-100.00,924.62500000,"d",30.13300100000,0.00016100000,-0.00016100000,2.77000000,0.49000000,-0.49000000,8.10000000,,,"M-R relationship",88.21000,,,0.000000,,,1,2455023.38322000,0.00301000,-0.00301000
"TIC 158269049","Kepler-729",0.910000,0.107000,-0.063000,0.940000,0.040000,-0.056000,5633.00,71.02,-56.34,1921.15000000,"b",3.16635371400,0.00000242000,-0.00000242000,3.58000000,0.42000000,-0.25000000,12.50000000,,,"M-R relationship",89.76000,,,0.000000,,,1,2455003.96587300,0.00060200,-0.00060200
"TIC 121988890","Kepler-687",0.730000,0.029000,-0.038000,0.770000,0.036000,-0.039000,4841.00,93.00,-63.99,633.66000000,"b",20.50586978000,0.00002828000,-0.00002828000,3.52000000,0.16000000,-0.20000000,12.20000000,,,"M-R relationship",89.62000,,,0.000000,,,1,2455014.43474000,0.00110000,-0.00110000
"TIC 271964647","Kepler-119",0.839000,0.319000,-0.319000,0.918000,0.034000,-0.034000,5595.00,200.00,-200.00,701.99600000,"b",2.42208200000,0.00000100000,-0.00000100000,3.60000000,1.37000000,-1.37000000,12.60000000,,,"M-R relationship",89.56000,,,0.000000,,,1,2454965.93928000,0.00019000,-0.00019000
"TIC 138960099","Kepler-1115",1.730000,0.289000,-0.203000,1.600000,0.096000,-0.100000,8480.00,295.98,-217.88,983.24500000,"b",23.55407250000,0.00013560000,-0.00013560000,1.70000000,0.29000000,-0.20000000,3.53000000,,,"M-R relationship",88.34000,0.11000,-0.11000,0.000000,,,1,2454977.21245000,0.00475000,-0.00475000
"TIC 138568416","Kepler-1073",1.000000,0.212000,-0.109000,1.000000,0.095000,-0.066000,5792.00,252.91,-186.16,809.89700000,"b",8.67888593000,0.00002409000,-0.00002409000,2.30000000,0.49000000,-0.25000000,5.90000000,,,"M-R relationship",89.38000,,,0.000000,,,1,2454966.03761000,0.00223000,-0.00223000
"TIC 422922274","HD 16175",1.720000,0.030000,-0.030000,1.630000,0.140000,-0.140000,5981.00,17.00,-17.00,59.85900000,"b",990.00000000000,20.00000000000,-20.00000000000,12.80000000,,,1875.18760130,572.09113260,-317.82840700,"Mass",59.00000,20.00000,-19.00000,0.600000,0.110000,-0.110000,0,,,
"TIC 137150544","Kepler-405",0.893000,0.425000,-0.425000,0.873000,0.026000,-0.021000,5818.00,250.00,-250.00,1065.08000000,"b",10.61383900000,0.00011100000,-0.00011100000,2.08000000,0.99000000,-0.99000000,4.98000000,,,"M-R relationship",89.94000,,,0.000000,,,1,2455196.73676000,0.00454000,-0.00454000
"TIC 158488181","KIC 10001893",0.180000,0.104000,-0.104000,0.470000,0.030000,-0.030000,27500.00,200.00,-500.00,1672.94000000,"c",0.32528000000,,,,,,,,,"Msini",,,,,,,0,,,
"TIC 169557750","Kepler-899",0.910000,0.152000,-0.086000,0.930000,0.083000,-0.065000,5595.00,270.58,-192.07,1246.43000000,"b",19.17891293000,0.00008075000,-0.00008075000,2.68000000,0.46000000,-0.26000000,7.65000000,,,"M-R relationship",89.99000,,,0.000000,,,1,2454972.74661000,0.00285000,-0.00285000
"TIC 271538318","Kepler-1255",1.120000,0.306000,-0.137000,1.080000,0.097000,-0.086000,6018.00,134.73,-186.81,1617.07000000,"b",36.29193360000,0.00031560000,-0.00031560000,2.32000000,0.64000000,-0.29000000,5.99000000,,,"M-R relationship",90.00000,,,0.000000,,,1,2454965.17812000,0.00733000,-0.00733000
"TIC 458478250","KELT-23 A",0.996000,0.015000,-0.015000,0.944000,0.060000,-0.054000,5899.00,49.00,-49.00,126.26100000,"b",2.25525100000,0.00001100000,-0.00001200000,14.82950700,0.28022500,-0.28022500,298.12454000,15.25584000,-13.98452000,"Mass",85.37000,0.31000,-0.30000,0.000000,,,1,2458140.37920000,0.00270000,-0.00290000
"TIC 416281317","Kepler-1447",0.950000,0.159000,-0.071000,0.970000,0.050000,-0.059000,5722.00,108.69,-88.46,890.29600000,"b",56.67472850000,0.00039780000,-0.00039780000,2.90000000,0.50000000,-0.24000000,8.75000000,,,"M-R relationship",89.44000,,,0.000000,,,1,2454993.45007000,0.00547000,-0.00547000
"TIC 150098860","TOI-220",0.858000,0.032000,-0.032000,0.825000,0.028000,-0.028000,5298.00,65.00,-65.00,90.74020000,"b",10.69526400000,0.00008600000,-0.00008600000,3.03000000,0.15000000,-0.15000000,13.80000000,1.00000000,-1.00000000,"Mass",87.88000,0.12000,-0.12000,0.032000,0.038000,-0.023000,1,2458335.90200000,0.00140000,-0.00140000
"TIC 425997655","HD 23472",0.710000,0.020000,-0.020000,0.670000,0.030000,-0.030000,4684.00,99.00,-99.00,39.03410000,"d",3.97664000000,0.00003000000,-0.00004400000,0.75000000,0.06700000,-0.05700000,0.55000000,0.21000000,-0.20000000,"Mass",87.95000,1.20000,-0.87000,0.070000,0.050000,-0.047000,1,2458357.83980000,0.00590000,-0.00620000
"TIC 469943599","HD 215497",0.850000,0.040000,-0.040000,0.920000,0.050000,-0.050000,5113.00,93.00,-93.00,40.54680000,"c",566.00000000000,4.00000000000,-4.00000000000,13.00000000,,,111.23994245,6.35656814,-6.35656814,"Mass",90.00000,,,0.470000,0.030000,-0.040000,0,,,
"TIC 71582156","TOI-5726",1.106000,0.051000,-0.051000,1.060000,0.130000,-0.130000,5874.00,119.00,-119.00,108.84800000,"b",5.49112521500,0.00000945800,-0.00001456900,2.55400000,0.28000000,-0.17700000,7.05000000,,,"M-R relationship",,,,,,,1,2458843.59510000,0.00230000,-0.00120000
"TIC 251078597","GJ 338 B",0.580000,0.030000,-0.030000,0.640000,0.070000,-0.070000,4014.00,100.00,-100.00,6.33256000,"b",24.42200000000,0.01400000000,-0.01400000000,3.25000000,,,10.60000000,1.20000000,-1.20000000,"Msini",,,,0.109000,0.100000,-0.075000,0,2457521.43000000,0.72000000,-0.90000000
"TIC 329148988","TOI-2285",0.464000,0.013000,-0.013000,0.454000,0.010000,-0.010000,3491.00,58.00,-58.00,42.40900000,"b",13.63510900000,0.00003100000,-0.00003100000,1.77000000,0.12000000,-0.09000000,19.50000000,,,"Mass",89.66000,0.22000,-0.19000,0.300000,0.100000,-0.090000,1,2458747.18310000,0.00290000,-0.00290000
"TIC 158489787","Kepler-659",0.740000,0.026000,-0.035000,0.790000,0.034000,-0.041000,4870.00,49.22,-56.10,722.64000000,"b",17.67179600000,0.00005558000,-0.00005558000,2.50000000,0.33000000,-0.23000000,6.80000000,,,"M-R relationship",87.81000,,,0.000000,,,1,2455019.36860000,0.00262000,-0.00262000
"TIC 100990000","HD 22946",1.117000,0.009000,-0.009000,1.098000,0.040000,-0.039000,6169.00,64.00,-64.00,62.77920000,"c",9.57308300000,0.00001400000,-0.00001400000,2.32800000,0.03800000,-0.03900000,9.72000000,,,"Mass",88.57000,0.86000,-0.53000,0.160000,0.170000,-0.100000,1,2459161.60861000,0.00069000,-0.00072000
"TIC 239238425","Kepler-1118",0.970000,0.174000,-0.112000,0.960000,0.106000,-0.077000,5688.00,303.78,-268.88,888.32500000,"b",38.67150750000,0.00022980000,-0.00022980000,2.74000000,0.60000000,-0.43000000,7.95000000,,,"M-R relationship",88.77000,,,0.000000,,,1,2454990.62071000,0.00511000,-0.00511000
"TIC 28089143","Kepler-133",1.425000,0.236000,-0.236000,1.020000,0.052000,-0.052000,5736.00,100.00,-100.00,653.60000000,"c",31.51758600000,0.00015800000,-0.00015800000,2.84000000,0.48000000,-0.48000000,8.45000000,,,"M-R relationship",88.80000,,,0.000000,,,1,2455018.15322000,0.00266000,-0.00266000
"TIC 350737935","Kepler-620",1.220000,0.450000,-0.157000,1.150000,0.150000,-0.082000,6155.00,120.88,-147.72,1355.28000000,"b",12.91375431000,0.00004951000,-0.00004951000,3.32000000,1.22000000,-0.70000000,11.00000000,,,"M-R relationship",85.45000,,,0.000000,,,1,2455010.28248000,0.00306000,-0.00306000
"TIC 121943724","Kepler-92",1.700000,0.050000,-0.050000,1.210000,0.080000,-0.080000,5883.00,50.00,-50.00,477.99200000,"b",13.74900000000,,,3.51000000,0.10000000,-0.10000000,64.30000000,13.90000000,-13.90000000,"Mass",87.19000,,,0.170000,0.100000,-0.170000,1,2455012.27859000,0.00046398,-0.00046398
"TIC 61205803","HAT-P-51",0.995000,0.013000,-0.013000,0.961000,0.040000,-0.036000,5453.00,31.00,-32.00,440.08900000,"b",4.21802091000,0.00000066000,-0.00000066000,13.50682174,0.19055267,-0.17934369,97.57332095,6.67439655,-6.35656814,"Mass",89.28000,0.30000,-0.30000,0.070000,,,1,2458349.53123000,0.00013000,-0.00014000
"TIC 268057162","Kepler-179",0.759000,0.307000,-0.307000,0.893000,0.013000,-0.024000,5302.00,200.00,-200.00,605.68000000,"b",2.73592600000,0.00000800000,-0.00000800000,1.64000000,0.68000000,-0.68000000,3.33000000,,,"M-R relationship",89.00000,,,0.000000,,,1,2455004.09382000,0.00156000,-0.00156000
"TIC 26814955","Kepler-166",0.742000,0.382000,-0.382000,0.811000,0.025000,-0.030000,5413.00,200.00,-200.00,603.53000000,"b",7.65025400000,0.00001200000,-0.00001200000,2.27000000,1.17000000,-1.17000000,5.77000000,,,"M-R relationship",89.96000,,,0.000000,,,1,2455004.97149000,0.00088000,-0.00088000
"TIC 27231753","Kepler-595",0.821000,0.242000,-0.242000,0.930000,0.059000,-0.059000,5138.50,60.81,-60.81,643.00900000,"c",12.38602000000,0.00000500000,-0.00000500000,1.00900000,0.02400000,-0.02400000,3.30000000,1.70000000,-1.00000000,"Mass",89.01000,,,0.000000,,,1,2454965.81750000,0.01050000,-0.01050000
"TIC 63122956","Kepler-28",0.664000,0.013000,-0.013000,0.684000,0.026000,-0.026000,4499.30,74.90,-74.90,438.35900000,"c",8.99000000000,,,1.85700000,0.04200000,-0.04200000,2.06000000,0.70000000,-0.52000000,"Mass",89.98000,,,0.017000,0.023000,-0.014000,1,2455008.68418000,0.00120000,-0.00120000
"TIC 63283780","Kepler-210",0.650000,0.033000,-0.033000,0.770000,0.017000,-0.019000,4559.00,100.00,-100.00,232.75000000,"b",2.45323400000,0.00000100000,-0.00000100000,2.94000000,0.21000000,-0.21000000,8.96000000,,,"M-R relationship",77.86000,0.26000,-0.26000,0.000000,,,1,2455003.89153000,0.00018000,-0.00018000
"TIC 158839841","Kepler-782",1.010000,0.128000,-0.087000,0.980000,0.051000,-0.052000,5867.00,70.10,-61.94,446.84400000,"b",158.68533080000,0.00043730000,-0.00043730000,3.21000000,0.47000000,-0.30000000,10.40000000,,,"M-R relationship",89.98000,,,0.000000,,,1,2455006.94915000,0.00198000,-0.00198000
"TIC 28357724","Kepler-414",0.946000,,,0.890000,,,5536.00,50.00,-50.00,413.46000000,"c",7.17100000000,,,3.01000000,0.54000000,-0.25000000,29.90000000,12.40000000,-10.50000000,"Mass",89.43000,,,0.000000,,,1,2455009.66684400,0.00074700,-0.00074700
"TIC 121460918","Kepler-238",0.960000,0.410000,-0.080000,1.060000,0.170000,-0.120000,5800.00,60.00,-60.00,1798.75000000,"f",50.44700000000,,,2.00000000,0.85000000,-0.17000000,13.50000000,2.90000000,-2.50000000,"Mass",89.57000,,,0.000000,,,1,2455011.49203000,0.00539973,-0.00539973
"TIC 299033092","Kepler-664",1.020000,0.261000,-0.095000,1.010000,0.062000,-0.050000,5754.00,73.56,-86.08,1210.12000000,"b",2.52559331500,0.00000366500,-0.00000366500,2.66000000,0.68000000,-0.25000000,7.56000000,,,"M-R relationship",85.41000,,,0.000000,,,1,2455004.59513000,0.00110000,-0.00110000
"TIC 27188610","Kepler-1123",0.900000,0.128000,-0.057000,0.930000,0.040000,-0.044000,5500.00,75.39,-90.52,704.32300000,"b",4.33946454000,0.00001178000,-0.00001178000,1.67000000,0.25000000,-0.11000000,3.43000000,,,"M-R relationship",84.46000,,,0.000000,,,1,2454965.80245000,0.00218000,-0.00218000
"TIC 271763415","Kepler-1098",0.990000,0.177000,-0.107000,0.990000,0.096000,-0.073000,5794.00,204.81,-216.42,1049.19000000,"b",2.54307285500,0.00000959100,-0.00000959100,1.30000000,0.24000000,-0.14000000,2.24000000,,,"M-R relationship",88.18000,,,0.000000,,,1,2454965.67929000,0.00346000,-0.00346000
"TIC 99224131","HAT-P-49",2.060000,0.230000,-0.230000,2.220000,0.830000,-0.830000,6820.00,52.00,-52.00,350.35100000,"b",2.69155000000,0.00000600000,-0.00000600000,17.82231000,2.01762000,-2.01762000,699.22600000,187.51970000,-187.51970000,"Mass",86.20000,1.70000,-1.70000,0.000000,,,1,2458684.75534000,0.00019000,-0.00019000
"TIC 51234631","XO-4",1.450000,0.090000,-0.090000,1.100000,0.220000,-0.220000,6397.00,70.00,-70.00,272.65500000,"b",4.12508000000,0.00000400000,-0.00000400000,14.01125000,0.89672000,-0.89672000,451.31860000,60.38770000,-60.38770000,"Mass",88.80000,0.60000,-0.60000,0.000000,,,1,2456878.47303000,0.00023000,-0.00023000
"TIC 267749737","Kepler-1084",1.280000,0.266000,-0.172000,1.120000,0.075000,-0.063000,6113.00,63.72,-75.56,405.53300000,"b",2.05333679000,0.00000412700,-0.00000412700,1.11000000,0.23000000,-0.15000000,1.41000000,,,"M-R relationship",61.50000,,,0.000000,,,1,2454967.51799000,0.00177000,-0.00177000
"TIC 138097531","Kepler-520",1.090000,0.054000,-0.050000,1.100000,0.036000,-0.043000,6112.00,68.96,-60.87,623.90100000,"b",19.67416124000,0.00005245000,-0.00005245000,1.66000000,0.28000000,-0.10000000,3.39000000,,,"M-R relationship",87.05000,,,0.000000,,,1,2455009.26985000,0.00190000,-0.00190000
"TIC 9815387","nu Oph",12.240000,2.550000,-1.760000,2.610000,0.320000,-0.570000,4887.00,,,46.21070000,"b",529.93000000000,0.08000000000,-0.07000000000,12.00000000,,,7057.73298000,,,"Mass",90.00000,,,0.126000,0.003000,-0.004000,0,,,
"TIC 26493559","Kepler-1895",0.763000,0.099000,-0.050000,0.860000,0.049000,-0.085000,5076.00,166.00,-151.00,984.18700000,"b",6.07029008900,,,2.11934728,,,5.14000000,,,"M-R relationship",89.17000,,,0.000000,,,1,2454968.31050000,0.00320000,-0.00320000
"TIC 169457234","Kepler-1669",0.714145,,,0.670000,,,4303.00,122.00,-122.00,543.44400000,"b",9.51216000000,,,2.78043818,,,8.15000000,,,"M-R relationship",89.70000,,,0.000000,,,1,2455018.47908000,0.00249000,-0.00249000
"TIC 26817284","Kepler-339",0.802000,0.362000,-0.362000,0.870000,0.010000,-0.012000,5631.00,200.00,-200.00,616.63700000,"d",10.55834500000,0.00008100000,-0.00008100000,1.17000000,0.53000000,-0.53000000,14.70000000,14.10000000,-10.00000000,"Mass",89.23000,,,0.000000,,,1,2454969.34663000,0.00450000,-0.00450000
"TIC 158218178","Kepler-351",0.780000,0.050000,-0.066000,0.810000,0.047000,-0.063000,5225.00,61.31,-57.95,1083.91000000,"d",142.54424700000,0.00230300000,-0.00230300000,2.72000000,0.19000000,-0.30000000,7.85000000,,,"M-R relationship",89.99000,,,0.000000,,,1,2455035.88520000,0.01000000,-0.01000000
"TIC 250707118","HAT-P-29",1.300000,0.140000,-0.140000,1.450000,0.600000,-0.600000,6087.00,88.00,-88.00,313.57600000,"b",5.72319000000,0.00004900000,-0.00004900000,13.11453000,1.45717000,-1.45717000,279.69040000,79.45750000,-79.45750000,"Mass",87.10000,0.60000,-0.60000,0.090000,0.050000,-0.050000,1,2456210.61536000,0.00005000,-0.00005000
"TIC 86396382","WASP-12",1.690000,0.019000,-0.018000,1.325000,0.026000,-0.018000,6265.00,50.00,-50.00,427.24600000,"b",1.09141890100,0.00000001800,-0.00000001800,22.02564708,0.98639030,-0.97518132,467.21010000,24.15508000,-21.93027000,"Mass",81.80000,0.29000,-0.27000,0.044700,0.004300,-0.004300,1,2457607.51930500,0.00003200,-0.00003200
"TIC 61098812","WASP-54",1.760000,0.190000,-0.190000,1.080000,0.380000,-0.380000,6100.00,100.00,-100.00,251.30300000,"b",3.69364000000,0.00000600000,-0.00000600000,17.71022000,1.90553000,-1.90553000,187.51970000,44.49620000,-44.49620000,"Mass",84.97000,0.61000,-0.61000,0.070000,0.030000,-0.030000,1,2459163.93328000,0.00018000,-0.00018000
"TIC 100566492","WASP-88",1.800000,0.260000,-0.260000,0.940000,0.420000,-0.420000,6430.00,130.00,-130.00,523.75600000,"b",4.95400000000,0.00001900000,-0.00001900000,16.36514000,2.35389000,-2.35389000,133.48860000,44.49620000,-44.49620000,"Mass",88.00000,1.45000,-1.45000,0.000000,,,1,2458248.26526000,0.00021000,-0.00021000
"TIC 38846515","WASP-100",1.570000,0.160000,-0.160000,0.770000,0.420000,-0.420000,6900.00,120.00,-120.00,364.41100000,"b",2.84938000000,0.00000800000,-0.00000800000,14.90797000,1.56926000,-1.56926000,400.46580000,143.02350000,-143.02350000,"Mass",82.60000,2.15000,-2.15000,0.000000,,,1,2458853.88067400,0.00004900,-0.00004900
"TIC 32487566","WASP-26",1.220000,0.150000,-0.150000,0.860000,0.340000,-0.340000,6034.00,31.00,-31.00,252.75900000,"b",2.75660000000,0.00001000000,-0.00001000000,13.56289000,1.68135000,-1.68135000,270.15550000,73.10090000,-73.10090000,"Mass",82.50000,0.50000,-0.50000,0.000000,,,1,2456548.80037000,0.00022000,-0.00022000
"TIC 204376737","WASP-6",0.730000,0.070000,-0.070000,0.550000,0.170000,-0.170000,5450.00,100.00,-100.00,197.11900000,"b",3.36101000000,0.00000280000,-0.00000280000,11.54527000,1.12090000,-1.12090000,117.59710000,25.42640000,-25.42640000,"Mass",88.47000,0.56000,-0.56000,0.050000,0.020000,-0.020000,1,2455883.69696200,0.00006500,-0.00006500
"TIC 160708862","WASP-178",1.670000,0.070000,-0.070000,2.070000,0.110000,-0.110000,9360.00,150.00,-150.00,427.67800000,"b",3.34482850000,0.00000120000,-0.00000120000,20.28829000,1.00881000,-1.00881000,527.59780000,38.13960000,-38.13960000,"Mass",85.70000,0.60000,-0.60000,0.000000,,,1,2456927.06839000,0.00047000,-0.00047000
"TIC 120627712","Kepler-1373",1.330000,0.620000,-0.203000,1.220000,0.203000,-0.115000,6299.00,169.62,-170.73,1699.46000000,"b",1.29123275000,0.00000645800,-0.00000645800,1.16000000,0.54000000,-0.19000000,1.65000000,,,"M-R relationship",87.84000,,,0.000000,,,1,2454964.98938000,0.00420000,-0.00420000
"TIC 27186509","Kepler-1104",1.410000,0.149000,-0.104000,1.300000,0.061000,-0.051000,6417.00,90.52,-84.06,530.65800000,"b",5.03728015000,0.00001378000,-0.00001378000,1.23000000,0.14000000,-0.10000000,2.04000000,,,"M-R relationship",80.72000,,,0.000000,,,1,2454967.10940000,0.00223000,-0.00223000
"TIC 315415155","HD 240210",25.456816,1.179290,-0.743471,0.820000,0.150000,-0.150000,4297.00,25.00,-25.00,372.40500000,"b",501.75000000000,2.33000000000,-2.33000000000,12.80000000,,,1655.82000000,,,"Msini",,,,0.150000,0.020000,-0.020000,0,,,
"TIC 234112540","CoRoT-5",1.186000,0.040000,-0.040000,1.000000,0.020000,-0.020000,6100.00,65.00,-65.00,882.47200000,"b",4.03789620000,0.00000190000,-0.00000190000,15.55800000,0.51600000,-0.52700000,148.42000000,14.93700000,-7.62800000,"Mass",85.83000,0.99000,-1.38000,0.090000,0.090000,-0.040000,1,2454400.19885000,0.00020000,-0.00020000
"TIC 116264089","TrES-3",0.829000,0.015000,-0.022000,0.928000,0.028000,-0.048000,5650.00,75.00,-75.00,231.33700000,"b",1.30618581000,,,14.97500000,0.34700000,-0.41500000,607.03000000,23.83600000,-25.42500000,"Mass",81.85000,0.16000,-0.16000,0.000000,,,1,2454185.91040000,,
"TIC 27846348","Kepler-51",0.940000,0.500000,-0.500000,1.040000,0.120000,-0.120000,6018.00,107.00,-107.00,783.83100000,"d",130.19400000000,0.00500000000,-0.00200000000,9.70000000,0.50000000,-0.50000000,7.60000000,1.10000000,-1.10000000,"Mass",89.91000,0.06000,-0.08000,0.008000,0.011000,-0.008000,1,2455695.93230000,0.00040000,-0.00040000
"TIC 53895723","HD 207832",0.901000,0.056000,-0.056000,0.940000,0.100000,-0.100000,5710.00,81.00,-81.00,58.92910000,"c",1155.70000000000,71.90000000000,-37.00000000000,14.00000000,,,232.01590000,57.20940000,-15.89150000,"Msini",,,,0.270000,0.220000,-0.100000,0,,,
"TIC 14770122","HAT-P-39",1.625000,0.081000,-0.620000,1.404000,0.051000,-0.510000,6430.00,100.00,-100.00,697.00400000,"b",3.54387000000,0.00000500000,-0.00000500000,17.60900000,1.21100000,-0.90800000,190.37200000,31.46400000,-31.46400000,"Mass",87.00000,1.00000,-1.00000,0.000000,,,1,2455208.75049000,0.00041000,-0.00041000
"TIC 273690178","Kepler-18",1.108000,0.051000,-0.051000,0.972000,0.042000,-0.042000,5345.00,100.00,-100.00,433.04700000,"c",7.64159000000,0.00003000000,-0.00003000000,5.49000000,0.26000000,-0.26000000,17.30000000,1.90000000,-1.90000000,"Mass",87.68000,0.22000,-0.22000,0.000000,,,1,2455167.08830000,0.00230000,-0.00230000
,"KMT-2023-BLG-2209L",,,,0.730000,0.350000,-0.350000,,,,5570.00000000,"b",,,,13.90000000,,,254.26272560,120.77479466,-120.77479466,"Mass",,,,,,,0,,,
"TIC 272174474","Kepler-452",1.110000,0.150000,-0.090000,1.037000,0.054000,-0.047000,5757.00,85.00,-85.00,551.72700000,"b",384.84300000000,0.00700000000,-0.01200000000,1.63000000,0.23000000,-0.20000000,3.29000000,,,"M-R relationship",89.80600,0.13400,-0.04900,0.000000,,,1,2455147.98500000,0.01500000,-0.01900000
,"MOA-2008-BLG-310L",,,,0.210000,0.140000,-0.140000,,,,7700.00000000,"b",,,,5.18000000,,,23.40000000,17.00000000,-17.00000000,"Mass",,,,,,,0,,,
"TIC 459558974","GJ 3998",0.500000,0.050000,-0.050000,0.520000,0.050000,-0.050000,3726.00,68.00,-68.00,18.14590000,"b",2.65033000000,0.00022000000,-0.00019000000,1.39000000,,,2.50000000,0.30000000,-0.29000000,"Msini",,,,0.000000,,,0,2460202.96400000,0.24900000,-0.21600000
"TIC 231663901","WASP-46",0.858000,0.027000,-0.027000,0.828000,0.076000,-0.076000,5600.00,,,375.31000000,"b",1.43036763000,0.00000093000,-0.00000093000,13.15936600,0.41473300,-0.41473300,607.05530000,41.31790000,-41.31790000,"Mass",82.80000,0.17000,-0.17000,0.000000,,,1,2455392.31659000,0.00058000,-0.00058000
"TIC 170634116","WASP-79",1.510000,0.040000,-0.030000,1.390000,0.060000,-0.060000,6600.00,100.00,-100.00,246.69000000,"b",3.66239200000,0.00000400000,-0.00000400000,17.14974047,0.44835923,-0.44835923,270.15414595,25.42627256,-25.42627256,"Mass",86.10000,0.20000,-0.20000,0.000000,,,1,2458160.18696800,0.00003900,-0.00003900
"TIC 158992508","Kepler-46",0.938000,0.038000,-0.039000,0.902000,0.040000,-0.038000,5155.00,105.00,-105.00,777.06000000,"c",57.01100000000,0.05100000000,-0.06100000000,13.50000000,,,119.49900000,6.67400000,-6.03900000,"Mass",87.40000,1.60000,-1.00000,0.014600,0.003400,-0.003600,0,,,
"TIC 120105569","Kepler-1499",0.780000,0.039000,-0.040000,0.820000,0.038000,-0.043000,5097.00,77.02,-92.24,309.86900000,"b",44.20080000000,0.00065530000,-0.00065530000,1.19000000,0.25000000,-0.14000000,1.81000000,,,"M-R relationship",89.69000,,,0.000000,,,1,2454996.22480000,0.01040000,-0.01040000
"TIC 465390152","OGLE-TR-111",0.830000,0.020000,-0.020000,0.820000,0.020000,-0.020000,5040.00,80.00,-80.00,1068.33000000,"b",4.01444630000,0.00000100000,-0.00000100000,11.42197100,0.29143400,-0.29143400,174.79900000,31.78200000,-31.78200000,"Mass",88.30000,0.30000,-0.20000,0.000000,,,1,2454092.80717000,0.00016000,-0.00016000
"TIC 20096620","HAT-P-13",1.756000,0.046000,-0.046000,1.320000,0.062000,-0.062000,5653.00,90.00,-90.00,246.81000000,"b",2.91625000000,0.00001500000,-0.00001500000,14.25800000,0.72900000,-0.72900000,270.46200000,12.07700000,-12.07700000,"Mass",83.40000,0.68000,-0.68000,0.013300,0.004100,-0.004100,1,2454779.92976000,0.00075000,-0.00075000
"TIC 20096620","HAT-P-13",1.756000,0.046000,-0.046000,1.320000,0.062000,-0.062000,5653.00,90.00,-90.00,246.81000000,"c",446.27000000000,0.22000000000,-0.22000000000,12.30000000,,,4538.42100000,88.98900000,-88.98900000,"Msini",,,,0.661600,0.005400,-0.005400,0,,,
,"MOA-2009-BLG-387L",,,,0.190000,0.300000,-0.120000,,,,5690.00000000,"b",1980.00000000000,790.00000000000,-590.00000000000,13.20000000,,,830.00000000,1300.00000000,-510.00000000,"Mass",52.00000,20.00000,-12.00000,,,,0,,,
"TIC 273690178","Kepler-18",1.108000,0.051000,-0.051000,0.972000,0.042000,-0.042000,5345.00,100.00,-100.00,433.04700000,"b",3.50472500000,0.00002800000,-0.00002800000,2.00000000,0.10000000,-0.10000000,6.90000000,3.40000000,-3.40000000,"Mass",84.92000,0.26000,-0.26000,0.000000,,,1,2454966.50680000,0.00210000,-0.00210000
"TIC 273690178","Kepler-18",1.108000,0.051000,-0.051000,0.972000,0.042000,-0.042000,5345.00,100.00,-100.00,433.04700000,"d",14.85888000000,0.00004000000,-0.00004000000,6.98000000,0.33000000,-0.33000000,16.40000000,1.40000000,-1.40000000,"Mass",88.07000,0.10000,-0.10000,0.000000,,,1,2455169.17760000,0.00130000,-0.00130000
"TIC 158935283","Kepler-33",1.820000,0.140000,-0.180000,1.291000,0.063000,-0.121000,5904.00,47.00,-47.00,1209.16000000,"c",13.17562000000,0.00014000000,-0.00014000000,3.20000000,0.30000000,-0.30000000,0.39000000,1.24000000,-0.32000000,"Mass",88.19000,0.58000,-1.06000,0.000000,,,1,2454976.67640000,0.00420000,-0.00420000
"TIC 273590427","Kepler-32",0.530000,0.040000,-0.040000,0.580000,0.050000,-0.050000,3900.00,200.00,-200.00,323.84700000,"c",8.75220000000,0.00030000000,-0.00030000000,2.00000000,0.20000000,-0.20000000,158.90000000,,,"Mass",89.97000,,,0.000000,,,1,2454977.37800000,0.01300000,-0.01300000
"TIC 26814955","Kepler-166",0.830000,0.064000,-0.048000,0.880000,0.040000,-0.050000,5350.00,71.67,-85.65,603.53000000,"d",1.55400392800,0.00000143500,-0.00000143500,1.73000000,0.15000000,-0.10000000,3.64000000,,,"M-R relationship",89.87000,,,0.000000,,,1,2455002.83047800,0.00070400,-0.00070400
"TIC 298836607","Kepler-844",0.570000,0.025000,-0.028000,0.590000,0.033000,-0.037000,4128.00,46.09,-46.95,431.77600000,"b",2.61302085600,0.00000624300,-0.00000624300,1.68000000,0.07000000,-0.24000000,3.46000000,,,"M-R relationship",80.29000,,,0.000000,,,1,2454966.11227000,0.00206000,-0.00206000
