tid,toipfx,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_dist,toi,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2
29069242,"5587",1.5700000,,,5632.0000000,123.0000000,-123.0000000,943.2890000,"5587.01",3.7349773,0.0000207,-0.0000207,14.1804000,,,2459605.4499390,0.002820,-0.002820
141762491,"5588",1.5700000,0.0800000,-0.0800000,5733.0000000,121.9000000,-121.9000000,655.8550000,"5588.01",8.9109435,0.0000186,-0.0000186,16.5406000,1.2387700,-1.2387700,2459918.8350520,0.001821,-0.001821
51094586,"5589",1.8900000,,,5707.5000000,,,244.3540000,"5589.01",5.6895053,0.0000242,-0.0000242,12.0705000,,,2459595.8363240,0.002253,-0.002253
209459275,"559",1.2100000,0.0600000,-0.0600000,5972.0000000,124.7000000,-124.7000000,233.2660000,"559.01",6.9839072,0.0000061,-0.0000061,12.2398000,0.5627040,-0.5627040,2459166.1859950,0.000382,-0.000382
9907513,"5590",0.7800000,0.0800000,-0.0800000,4216.7000000,132.9000000,-132.9000000,136.2420000,"5590.01",1.2749899,0.0000098,-0.0000098,2.6939900,0.3538680,-0.3538680,2459606.0615180,0.003642,-0.003642
192969211,"5591",1.0500000,0.0500000,-0.0500000,5465.0000000,119.1000000,-119.1000000,356.2370000,"5591.01",12.8665269,0.0003526,-0.0003526,4.5940300,0.3560780,-0.3560780,2459599.9668640,0.009128,-0.009128
88529975,"5592",1.3800000,0.0600000,-0.0600000,6331.0000000,124.6000000,-124.6000000,597.0260000,"5592.01",2.6085851,0.0000041,-0.0000041,13.9108000,0.9118210,-0.9118210,2459606.1945770,0.000741,-0.000741
468433454,"5593",1.5100000,,,6549.4000000,32.8000000,-32.8000000,1130.5900000,"5593.01",4.7974601,0.0030862,-0.0030862,10.4912000,,,2459599.9978540,0.005471,-0.005471
53394475,"5594",1.3200000,0.0700000,-0.0700000,5899.0000000,130.3000000,-130.3000000,683.5400000,"5594.01",9.2271917,0.0000815,-0.0000815,9.8023200,0.6426300,-0.6426300,2459589.0725030,0.004629,-0.004629
302908969,"5595",0.7400000,0.0700000,-0.0700000,4119.0000000,119.5000000,-119.5000000,136.9550000,"5595.01",5.9900508,0.0000323,-0.0000323,4.7164500,0.4843190,-0.4843190,2459598.8694150,0.002315,-0.002315
203144354,"5596",2.1700000,,,6164.3000000,39.0000000,-39.0000000,1439.2600000,"5596.01",0.3642961,0.0000013,-0.0000013,15.3432000,,,2459606.5494810,0.001561,-0.001561
85284138,"5597",1.1100000,,,6337.0000000,122.0000000,-122.0000000,893.9670000,"5597.01",1.9784368,0.0002556,-0.0002556,22.5379000,,,2459634.5092470,0.001635,-0.001635
428703516,"5761",0.7700000,0.0500000,-0.0500000,5221.0000000,146.5000000,-146.5000000,192.8460000,"5761.01",19.5422056,0.0000813,-0.0000813,5.0598100,0.3288360,-0.3288360,2459722.3136370,0.002775,-0.002775
257531677,"5762",1.1300000,0.0600000,-0.0600000,5769.6000000,132.7000000,-132.7000000,527.0040000,"5762.01",3.9460660,0.0000171,-0.0000171,11.2929000,0.8755310,-0.8755310,2459735.3320630,0.002646,-0.002646
354832924,"5763",1.7800000,,,5917.0000000,122.0000000,-122.0000000,774.0000000,"5763.01",6.9541458,0.0000426,-0.0000426,15.5368000,,,2459729.9768530,0.004728,-0.004728
150476057,"5764",1.6500000,0.0700000,-0.0700000,6503.0000000,127.4000000,-127.4000000,960.0810000,"5764.01",5.0859973,0.0000236,-0.0000236,16.2391000,1.0893600,-1.0893600,2459739.4155040,0.002629,-0.002629
397763985,"5765",1.5700000,0.0800000,-0.0800000,5798.0000000,213.9000000,-213.9000000,371.7850000,"5765.01",3.8779743,0.0000544,-0.0000544,9.4300000,0.5252250,-0.5252250,2459908.6357690,0.001341,-0.001341
353225230,"5766",1.1200000,,,5560.2000000,24.9000000,-24.9000000,550.3850000,"5766.01",0.5721596,0.0000020,-0.0000020,9.6126600,,,2459742.7006610,0.002350,-0.002350
351652998,"5767",1.0300000,,,5690.0000000,122.0000000,-122.0000000,648.9670000,"5767.01",4.0150730,0.0000114,-0.0000114,15.9171000,,,2459741.6441950,0.001345,-0.001345
470990157,"5768",1.6200000,0.0700000,-0.0700000,6448.0000000,128.3000000,-128.3000000,928.0840000,"5768.01",3.7749324,0.0000310,-0.0000310,12.3016000,0.6925820,-0.6925820,2459766.3750760,0.003158,-0.003158
462715015,"5769",1.0800000,0.0600000,-0.0600000,5589.0000000,128.7000000,-128.7000000,278.9690000,"5769.01",1.7548863,0.0000115,-0.0000115,5.8319600,0.3935060,-0.3935060,2459767.9841210,0.001577,-0.001577
410094645,"577",1.5000000,0.0800000,-0.0800000,7341.0000000,189.0000000,-189.0000000,680.7470000,"577.01",3.3297540,0.0000040,-0.0000040,22.3335000,1.2263700,-1.2263700,2459277.1620040,0.000739,-0.000739
23179035,"5770",0.8800000,,,5986.6000000,232.0000000,-232.0000000,512.7690000,"5770.01",1.4529225,0.0000045,-0.0000045,12.1770000,,,2459766.3998060,0.000798,-0.000798
459836041,"5771",1.8000000,,,5839.0000000,122.0000000,-122.0000000,864.0930000,"5771.01",6.6867154,0.0000507,-0.0000507,11.1995000,,,2459758.2432820,0.003923,-0.003923
313609787,"5772",1.2100000,,,5568.0000000,122.0000000,-122.0000000,757.9590000,"5772.01",3.5023306,0.0000154,-0.0000154,13.5233000,,,2459764.6357260,0.001796,-0.001796
445795465,"5773",1.7400000,0.0900000,-0.0900000,5390.0000000,123.9000000,-123.9000000,614.8720000,"5773.01",2.7404478,0.0000082,-0.0000082,12.6696000,0.7563360,-0.7563360,2459767.6163000,0.001937,-0.001937
9701368,"5774",0.9500000,,,5662.6000000,129.1000000,-129.1000000,554.9050000,"5774.01",5.4049747,0.0000124,-0.0000124,14.7278000,,,2459764.1806460,0.001118,-0.001118
289666986,"5775",0.4100000,0.0100000,-0.0100000,3550.0000000,157.0000000,-157.0000000,190.4620000,"5775.01",2.4369467,0.0007590,-0.0007590,7.1816300,1.9078300,-1.9078300,2459765.1052810,0.007592,-0.007592
310728245,"5776",1.7600000,0.0800000,-0.0800000,5900.0000000,117.7000000,-117.7000000,676.4520000,"5776.01",4.1816344,0.0000369,-0.0000369,13.4666000,0.7548480,-0.7548480,2459765.9255870,0.002066,-0.002066
459189798,"5777",0.6700000,0.0600000,-0.0600000,4208.0000000,125.2000000,-125.2000000,114.2770000,"5777.01",6.9171675,0.0000421,-0.0000421,2.5196700,0.2663970,-0.2663970,2459758.9266440,0.003518,-0.003518
264468702,"5778",0.6000000,0.0200000,-0.0200000,3769.0000000,157.0000000,-157.0000000,236.5200000,"5778.01",6.0962241,0.0000594,-0.0000594,9.0747000,0.4688990,-0.4688990,2459762.2128920,0.001990,-0.001990
153971295,"5267",0.8700000,0.0400000,-0.0400000,5546.0000000,120.5000000,-120.5000000,273.2330000,"5267.01",13.7036806,0.0005331,-0.0005331,2.8229000,0.2791960,-0.2791960,2459599.7274090,0.030578,-0.030578
202468443,"5268",0.3100000,0.0100000,-0.0100000,3162.0000000,157.0000000,-157.0000000,97.0798000,"5268.01",2.0685871,0.0000010,-0.0000010,12.5176000,0.3833190,-0.3833190,2459690.5968190,0.000120,-0.000120
359321688,"5269",2.2500000,0.0900000,-0.0900000,8524.0000000,186.4000000,-186.4000000,656.1460000,"5269.01",2.7340756,0.0000428,-0.0000428,9.4502600,0.7136060,-0.7136060,2459446.3488460,0.003303,-0.003303
148228019,"527",1.8368599,,,7403.0000000,211.0000000,-211.0000000,163.6770000,"527.01",18.0892103,0.0000084,-0.0000084,22.2024283,4.0171475,-4.0171475,2458470.7383800,0.000249,-0.000249
424112727,"5270",2.2200000,0.0900000,-0.0900000,7529.0000000,181.4000000,-181.4000000,1229.6500000,"5270.01",1.0513177,0.0002454,-0.0002454,16.1359000,0.9035040,-0.9035040,2459446.0356290,0.003758,-0.003758
296461391,"5271",1.4100000,,,6358.0000000,,,295.4100000,"5271.01",4.3108587,0.0000340,-0.0000340,4.5094800,,,2459827.0105310,0.003915,-0.003915
278668358,"5272",1.5600000,0.0800000,-0.0800000,5930.0000000,178.1000000,-178.1000000,612.2040000,"5272.01",5.0135727,0.0000353,-0.0000353,9.1942500,2.5114100,-2.5114100,2459822.9456230,0.004309,-0.004309
172871230,"5273",1.0800000,0.0500000,-0.0500000,6109.0000000,170.1000000,-170.1000000,437.5170000,"5273.01",3.4100261,0.0000198,-0.0000198,7.9526000,0.5153430,-0.5153430,2459442.2953860,0.002718,-0.002718
356682805,"5274",0.7600000,,,4310.0000000,122.0000000,-122.0000000,245.8570000,"5274.01",6.1313492,0.0000341,-0.0000341,4.7793000,,,2459628.2597480,0.002821,-0.002821
219466803,"5275",1.0900000,0.0600000,-0.0600000,5251.0000000,125.3000000,-125.3000000,486.8980000,"5275.01",12.5951009,0.0000564,-0.0000564,8.1434600,1.1627300,-1.1627300,2459618.5410360,0.002518,-0.002518
282935857,"5276",2.7000000,0.1600000,-0.1600000,5766.0000000,133.5000000,-133.5000000,749.7160000,"5276.01",2.3612205,0.0000141,-0.0000141,13.5272000,1.0231800,-1.0231800,2459444.1890590,0.002229,-0.002229
276381737,"5277",1.5400000,,,6132.0000000,122.0000000,-122.0000000,876.3260000,"5277.01",15.9929608,0.0000877,-0.0000877,13.4988000,,,2459829.0692490,0.003995,-0.003995
264301607,"5278",0.3832840,0.0118038,-0.0118038,3349.0000000,157.0000000,-157.0000000,166.4210000,"5278.01",0.4354350,0.0000007,-0.0000007,17.9748711,8.7483860,-8.7483860,2459825.5760760,0.000068,-0.000068
7681574,"5279",1.0300000,0.0700000,-0.0700000,5733.4000000,169.6000000,-169.6000000,440.9000000,"5279.01",16.0104634,0.0001066,-0.0001066,8.8602900,0.7450590,-0.7450590,2459428.8495640,0.003291,-0.003291
403693875,"528",0.6130000,0.1000000,-0.1000000,3965.0000000,147.0000000,-147.0000000,192.3510000,"528.01",3.5248693,,,9.0458770,1.5458469,-1.5458469,2458469.6956330,,
194679333,"5280",1.8800000,0.1700000,-0.1700000,6543.2000000,284.3000000,-284.3000000,537.0680000,"5280.01",9.0165933,0.0000847,-0.0000847,9.8181100,1.0374600,-1.0374600,2459440.7053840,0.003864,-0.003864
405932063,"5281",1.4700000,,,5865.0000000,123.0000000,-123.0000000,875.4360000,"5281.01",5.5047275,0.0000504,-0.0000504,12.7051000,,,2459825.4727990,0.002638,-0.002638
329346586,"5282",1.4500000,,,6082.0000000,122.0000000,-122.0000000,892.3730000,"5282.01",1.3925160,0.0000059,-0.0000059,9.7757000,,,2459742.1323950,0.001912,-0.001912
399956873,"5283",1.6100000,0.0700000,-0.0700000,6817.0000000,241.6000000,-241.6000000,624.6990000,"5283.01",6.9494280,0.0000277,-0.0000277,9.0215800,0.5086860,-0.5086860,2459831.1920010,0.002331,-0.002331
291016451,"5448",0.8500000,0.0400000,-0.0400000,5366.0000000,109.0000000,-109.0000000,277.0190000,"5448.01",3.2140310,0.0010022,-0.0010022,6.7786900,0.4762320,-0.4762320,2459547.9317450,0.003978,-0.003978
119130170,"5449",1.7700000,,,6171.0000000,123.0000000,-123.0000000,1093.1400000,"5449.01",2.5444539,0.0002997,-0.0002997,12.5904000,,,2460234.3632670,0.004118,-0.004118
37168957,"545",0.9340280,,,5440.0000000,,,764.8890000,"545.01",1.9000862,0.0000039,-0.0000039,15.0496208,0.5327904,-0.5327904,2459203.6084830,0.001367,-0.001367
6653897,"5450",1.1300000,0.1300000,-0.1300000,6238.2000000,142.5000000,-142.5000000,317.5660000,"5450.01",0.8857522,0.0000866,-0.0000866,3.1997800,0.4185520,-0.4185520,2459549.1227660,0.004017,-0.004017
69028091,"5451",1.1000000,0.0600000,-0.0600000,5534.6000000,122.8000000,-122.8000000,463.4620000,"5451.01",1.6822448,0.0000211,-0.0000211,12.3028000,0.7019530,-0.7019530,2459606.2774490,0.000843,-0.000843
101569583,"5452",1.8263500,0.2197340,-0.2197340,6273.8000000,102.1000000,-102.1000000,947.5180000,"5452.01",0.9907914,0.0000547,-0.0000547,16.1327515,5.1219810,-5.1219810,2460234.6661890,0.001698,-0.001698
58997701,"5453",1.1392500,,,6086.0000000,122.0000000,-122.0000000,719.3980000,"5453.01",8.3762443,0.0011652,-0.0011652,10.1350877,1.0496669,-1.0496669,2460241.0654500,0.003206,-0.003206
26406123,"5454",2.0700000,,,5623.0000000,122.0000000,-122.0000000,1141.5900000,"5454.01",3.7196227,0.0001008,-0.0001008,13.3603000,,,2459547.0865730,0.006661,-0.006661
75171363,"5455",1.6700000,,,5903.0000000,122.0000000,-122.0000000,826.1120000,"5455.01",4.2677810,0.0007133,-0.0007133,12.0047000,,,2459545.6391010,0.005238,-0.005238
87044036,"5456",1.3100000,0.0700000,-0.0700000,6070.0000000,139.1000000,-139.1000000,555.6110000,"5456.01",1.0711292,0.0001034,-0.0001034,5.8474000,0.5133340,-0.5133340,2459550.1842140,0.004596,-0.004596
456971986,"5457",1.6600000,0.1000000,-0.1000000,6580.3000000,133.9000000,-133.9000000,595.6670000,"5457.01",1.2452975,0.0001328,-0.0001328,6.3144900,0.4667490,-0.4667490,2460234.4358050,0.003443,-0.003443
367434266,"5458",1.0093499,0.0546482,-0.0546482,5762.0000000,128.1000000,-128.1000000,187.1030000,"5458.01",22.0632969,0.0001576,-0.0001576,10.1729473,8.7484460,-8.7484460,2459940.7813770,0.001939,-0.001939
1942969,"5459",1.9500000,0.1000000,-0.1000000,6338.0000000,178.4000000,-178.4000000,921.3690000,"5459.01",2.8078585,0.0000164,-0.0000164,14.8378000,1.2856200,-1.2856200,2459912.8054760,0.003475,-0.003475
36440357,"546",1.1227100,,,6190.0000000,,,726.4120000,"546.01",9.2016496,0.0000314,-0.0000314,13.4373959,0.4849295,-0.4849295,2459211.4664100,0.004181,-0.004181
445990611,"5460",2.0700000,0.1100000,-0.1100000,6265.0000000,124.0000000,-124.0000000,1195.1200000,"5460.01",6.2987919,0.0002138,-0.0002138,12.2385000,0.8425480,-0.8425480,2459547.6909110,0.004701,-0.004701
118963720,"5461",2.0100000,0.1400000,-0.1400000,6034.1000000,121.4000000,-121.4000000,620.8700000,"5461.01",7.4603194,0.0006934,-0.0006934,11.8373000,0.9718010,-0.9718010,2459535.9919140,0.002797,-0.002797
79971247,"5462",1.2100000,0.0700000,-0.0700000,6280.9000000,131.8000000,-131.8000000,285.5010000,"5462.01",3.5533716,0.0002736,-0.0002736,4.6477000,0.3381310,-0.3381310,2459547.4399610,0.003125,-0.003125
437786834,"5463",1.6090200,,,6810.0000000,167.1000000,-167.1000000,1049.5100000,"5463.01",1.1008040,0.0000830,-0.0000830,10.0319087,2.0152540,-2.0152540,2460234.8362570,0.002139,-0.002139
237108775,"5598",0.5300000,0.0200000,-0.0200000,3584.0000000,157.0000000,-157.0000000,248.2660000,"5598.01",6.2948747,0.0000785,-0.0000785,6.6795100,0.4091790,-0.4091790,2459900.6517340,0.003913,-0.003913
159160230,"5599",1.9100000,0.0800000,-0.0800000,6246.0000000,122.2000000,-122.2000000,547.9480000,"5599.01",5.4368408,0.0000471,-0.0000471,6.1175400,0.4343110,-0.4343110,2459627.1289450,0.005726,-0.005726
101011575,"560",0.6300000,0.0500000,-0.0500000,4695.0000000,92.0000000,-92.0000000,31.5666000,"560.01",6.3980642,0.0000065,-0.0000065,2.6202500,0.2163600,-0.2163600,2459982.8453990,0.000978,-0.000978
101011575,"560",0.6300000,0.0500000,-0.0500000,4695.0000000,92.0000000,-92.0000000,31.5666000,"560.02",18.8792871,0.0000590,-0.0000590,1.9978700,0.1670930,-0.1670930,2459987.3376470,0.001494,-0.001494
287268770,"5600",0.8000000,,,5047.0000000,122.0000000,-122.0000000,378.0600000,"5600.01",10.7173590,0.0000236,-0.0000236,12.4655000,,,2459630.6931690,0.000934,-0.000934
237097499,"5601",0.7700000,,,4541.0000000,122.0000000,-122.0000000,313.7950000,"5601.01",9.5197732,0.0000793,-0.0000793,3.8921900,,,2459834.2664440,0.005931,-0.005931
101592219,"5602",1.2100000,,,6054.4000000,35.9000000,-35.9000000,874.7240000,"5602.01",5.4853379,0.0000267,-0.0000267,13.6635000,,,2459628.7100830,0.002260,-0.002260
224293782,"5603",2.1200000,0.1200000,-0.1200000,6711.9000000,143.9000000,-143.9000000,795.2590000,"5603.01",0.5736183,0.0000017,-0.0000017,6.0630000,0.5313400,-0.5313400,2459635.4635470,0.002007,-0.002007
237015185,"5604",1.4700000,0.0700000,-0.0700000,6413.0000000,219.3000000,-219.3000000,373.5280000,"5604.01",11.1801504,0.0000538,-0.0000538,6.8918700,0.3863530,-0.3863530,2459840.5749670,0.003537,-0.003537
252469648,"5605",0.7400000,0.0600000,-0.0600000,4374.8000000,127.3000000,-127.3000000,95.0735000,"5605.01",5.9133875,0.0000563,-0.0000563,2.3864000,0.2656360,-0.2656360,2459629.6504140,0.005007,-0.005007
171599496,"5606",0.7500000,,,4660.0000000,122.0000000,-122.0000000,316.4650000,"5606.01",1.2369490,0.0000230,-0.0000230,9.8418400,,,2459635.4648770,0.001152,-0.001152
233070717,"5607",1.3300000,,,5859.0000000,122.0000000,-122.0000000,811.4060000,"5607.01",3.2750907,0.0000061,-0.0000061,11.2041000,,,2459825.9734130,0.001135,-0.001135
229713401,"5608",0.8000000,0.0600000,-0.0600000,4661.0000000,131.5000000,-131.5000000,250.1770000,"5608.01",6.4424263,0.0000369,-0.0000369,3.1400200,0.2868830,-0.2868830,2459846.4232450,0.004098,-0.004098
17122808,"5609",1.1600000,,,5904.0000000,123.0000000,-123.0000000,816.6670000,"5609.01",4.0192510,0.0000180,-0.0000180,13.7216000,,,2459630.9701340,0.001896,-0.001896
377064495,"561",0.8400000,0.0500000,-0.0500000,5391.0000000,185.0000000,-185.0000000,85.7990000,"561.01",10.7788330,0.0000289,-0.0000289,2.6584000,0.1575450,-0.1575450,2460273.2316240,0.002472,-0.002472
377064495,"561",0.8400000,0.0500000,-0.0500000,5391.0000000,185.0000000,-185.0000000,85.7990000,"561.02",0.4465713,0.0000006,-0.0000006,1.4886700,0.1005060,-0.1005060,2460285.4694590,0.001603,-0.001603
377064495,"561",0.8405760,0.0452261,-0.0452261,5391.0000000,185.0000000,-185.0000000,85.7990000,"561.03",25.7122157,0.0022761,-0.0022761,2.8781392,1.1454114,-1.1454114,2458521.8998140,0.017730,-0.017730
377064495,"561",0.8405760,0.0452261,-0.0452261,5391.0000000,185.0000000,-185.0000000,85.7990000,"561.04",,,,3.1858058,0.2666196,-0.2666196,2458538.1976420,0.013831,-0.013831
252481136,"5610",0.5100000,0.0200000,-0.0200000,3714.0000000,157.0000000,-157.0000000,274.9220000,"5610.01",7.9454767,0.0028259,-0.0028259,9.8735100,0.9295150,-0.9295150,2459628.9371560,0.003659,-0.003659
379824738,"5810",1.8700000,0.0900000,-0.0900000,6142.0000000,131.9000000,-131.9000000,320.3870000,"5810.01",5.6857105,0.0000101,-0.0000101,15.1292000,0.7288350,-0.7288350,2460548.2268940,0.000928,-0.000928
331484419,"5811",3.8100000,,,5608.0000000,214.0000000,-214.0000000,169.4940000,"5811.01",6.2565600,0.0000276,-0.0000276,11.4949000,,,2460549.4110970,0.002150,-0.002150
388909695,"5812",1.2200000,0.0600000,-0.0600000,5660.0000000,132.0000000,-132.0000000,194.3330000,"5812.01",10.1466193,0.0000150,-0.0000150,11.2199000,0.5717080,-0.5717080,2460549.4613510,0.000799,-0.000799
388909695,"5812",1.2200000,0.0600000,-0.0600000,5660.0000000,132.0000000,-132.0000000,194.3330000,"5812.02",,,,8.7903900,0.5178330,-0.5178330,2460536.0834180,0.001777,-0.001777
92439980,"5813",1.0100000,0.0500000,-0.0500000,5615.0000000,128.5000000,-128.5000000,121.7450000,"5813.01",27.0525472,0.0002080,-0.0002080,2.9976900,0.1990200,-0.1990200,2460519.2386390,0.005538,-0.005538
427041513,"5814",0.8300000,0.0500000,-0.0500000,4986.0000000,129.0000000,-129.0000000,104.9550000,"5814.01",6.2543950,0.0000221,-0.0000221,2.7379100,0.2195870,-0.2195870,2460360.8490740,0.003947,-0.003947
375942197,"5815",1.8622200,0.0965226,-0.0965226,6152.0000000,134.0990000,-134.0990000,568.4200000,"5815.01",3.8993831,0.0004311,-0.0004311,15.2636582,0.9159476,-0.9159476,2459797.7000030,0.001389,-0.001389
194076601,"5816",1.4700000,,,8991.0000000,123.0000000,-123.0000000,566.8070000,"5816.01",20.4282929,0.0001567,-0.0001567,12.8306000,,,2459842.0623830,0.001728,-0.001728
418604868,"5817",1.3820699,0.0642412,-0.0642412,5809.0000000,117.7750000,-117.7750000,80.7542000,"5817.01",15.6146058,0.0042941,-0.0042941,3.0272584,1.1366028,-1.1366028,2459799.3038540,0.003084,-0.003084
283419843,"5818",1.6697800,0.0900829,-0.0900829,5916.0000000,122.3030000,-122.3030000,738.5190000,"5818.01",2.6052674,0.0002580,-0.0002580,17.8543699,1.0791512,-1.0791512,2459799.0221890,0.001291,-0.001291
330218897,"5819",1.0316200,0.0563442,-0.0563442,5463.0000000,134.2180000,-134.2180000,188.7620000,"5819.01",3.4200073,0.0009200,-0.0009200,2.8520931,4.8107700,-4.8107700,2459797.7054280,0.003798,-0.003798
287474726,"582",4.2382200,0.2073620,-0.2073620,9988.0000000,138.2000000,-138.2000000,900.6510000,"582.01",3.7442007,0.0012046,-0.0012046,18.1173790,20.3829940,-20.3829940,2459230.0514230,0.004800,-0.004800
459730973,"5820",1.8382300,0.1135280,-0.1135280,6228.0000000,129.0660000,-129.0660000,466.4330000,"5820.01",3.9156848,0.0004516,-0.0004516,16.7083729,1.0933385,-1.0933385,2459799.3669460,0.001461,-0.001461
354619337,"5821",2.0200000,0.0600000,-0.0600000,7893.0000000,138.2640000,-138.2640000,182.2730000,"5821.01",2.1425095,0.0000009,-0.0000009,21.3705000,0.6444750,-0.6444750,2460556.7714080,0.000154,-0.000154
466390120,"5822",1.4102100,0.0891180,-0.0891180,5887.3500000,140.0650000,-140.0650000,523.3370000,"5822.01",1.5487245,0.0000912,-0.0000912,14.5061780,0.9901076,-0.9901076,2459797.8105970,0.000831,-0.000831
248853232,"5823",0.8775910,0.0636256,-0.0636256,4746.0000000,125.3700000,-125.3700000,49.9605000,"5823.01",3.8681492,0.0000393,-0.0000393,12.2658903,0.8907931,-0.8907931,2459798.7754590,0.000132,-0.000132
272366748,"5824",1.0526800,,,5741.0000000,124.0000000,-124.0000000,1257.1600000,"5824.01",3.8555897,0.0000492,-0.0000492,13.9654622,1.2881400,-1.2881400,2459800.0574220,0.005219,-0.005219
171312653,"5284",1.8600000,,,6555.0000000,122.0000000,-122.0000000,1430.2600000,"5284.01",2.0327015,0.0000160,-0.0000160,21.5462000,,,2459444.1058920,0.003595,-0.003595
250330564,"5285",0.7600000,0.0700000,-0.0700000,4076.0000000,121.0000000,-121.0000000,187.5060000,"5285.01",4.3852176,0.0016486,-0.0016486,10.2627000,1.0647900,-1.0647900,2459469.3144510,0.002216,-0.002216
301035553,"5286",0.9000000,,,5735.0000000,122.0000000,-122.0000000,533.0650000,"5286.01",3.2988824,0.0006811,-0.0006811,9.7209000,,,2459469.1225080,0.002513,-0.002513
909930,"5287",1.7100000,0.1200000,-0.1200000,6058.0000000,176.0000000,-176.0000000,357.5840000,"5287.01",4.1976789,0.0004518,-0.0004518,14.6667000,1.0150100,-1.0150100,2459468.0587570,0.000974,-0.000974
857186,"5288",0.8200000,0.0600000,-0.0600000,4780.0000000,124.6000000,-124.6000000,215.5010000,"5288.01",3.8123614,0.0005040,-0.0005040,11.0835000,0.8177060,-0.8177060,2459465.8917460,0.000677,-0.000677
176279915,"5289",0.9400000,0.0500000,-0.0500000,5244.0000000,125.6000000,-125.6000000,258.4550000,"5289.01",3.4411264,0.0000587,-0.0000587,4.8956800,0.3678840,-0.3678840,2459469.6152890,0.003287,-0.003287
438490744,"529",0.1720000,0.0380000,-0.0380000,3021.0000000,97.0000000,-97.0000000,63.0507000,"529.01",1.6658780,0.0002830,-0.0002830,6.9822900,5.4288970,-5.4288970,2458468.4958000,0.002003,-0.002003
224217761,"5290",,,,,,,,"5290.01",2.5688104,0.0012034,-0.0012034,,,,2459469.1597200,0.003910,-0.003910
250983039,"5291",1.2100000,0.0600000,-0.0600000,5603.0000000,128.2000000,-128.2000000,236.7360000,"5291.01",2.3007511,0.0004842,-0.0004842,6.2413600,0.4703270,-0.4703270,2459467.5963540,0.002016,-0.002016
33397739,"5292",0.5900000,0.0200000,-0.0200000,3767.0000000,157.0000000,-157.0000000,337.0950000,"5292.01",2.0231137,0.0006929,-0.0006929,13.4378000,2.0014100,-2.0014100,2459469.4243070,0.002998,-0.002998
250111245,"5293",0.5000000,,,3692.0000000,122.0000000,-122.0000000,162.2290000,"5293.01",2.9304371,0.0002822,-0.0002822,11.8933000,,,2459466.4966620,0.000968,-0.000968
422486295,"5294",,,,5462.7000000,,,269.5950000,"5294.01",5.6707432,0.0007223,-0.0007223,,,,2459470.4345170,0.001466,-0.001466
4619242,"5295",0.5800000,0.0200000,-0.0200000,3504.0000000,157.0000000,-157.0000000,140.9938000,"5295.01",4.3023572,0.0005371,-0.0005371,10.2749000,0.4831360,-0.4831360,2459467.5073130,0.001082,-0.001082
241102583,"5296",0.7500000,0.0500000,-0.0500000,5362.8000000,134.0000000,-134.0000000,271.3460000,"5296.01",1.7386091,0.0000037,-0.0000037,10.8015000,2.1584300,-2.1584300,2459820.8976650,0.000548,-0.000548
422423972,"5297",1.5300000,0.0900000,-0.0900000,6311.9000000,140.0000000,-140.0000000,670.5280000,"5297.01",3.3014986,0.0000199,-0.0000199,11.7342000,0.7750750,-0.7750750,2459851.4507550,0.001501,-0.001501
313835568,"5298",1.0300000,,,5348.0000000,122.0000000,-122.0000000,553.4860000,"5298.01",2.6831464,0.0000179,-0.0000179,12.7073000,,,2459818.8888220,0.001874,-0.001874
407997410,"5299",1.0900000,0.0600000,-0.0600000,5452.0000000,130.5000000,-130.5000000,407.7580000,"5299.01",2.5792489,0.0004320,-0.0004320,19.2523000,7.6358900,-7.6358900,2459465.6716720,0.001788,-0.001788
387690507,"530",0.5447690,0.0163464,-0.0163464,3688.0000000,69.0000000,-69.0000000,148.7620000,"530.01",6.3875739,0.0000047,-0.0000047,8.6121163,0.3353539,-0.3353539,2458470.2025950,0.000649,-0.000649
267215820,"5300",0.7300000,0.0700000,-0.0700000,4219.0000000,126.1000000,-126.1000000,162.5100000,"5300.01",2.2623535,0.0001164,-0.0001164,11.9692000,1.1151200,-1.1151200,2459470.4181630,0.000611,-0.000611
171646471,"5464",0.5300000,0.0200000,-0.0200000,3572.0000000,157.0000000,-157.0000000,282.8490000,"5464.01",1.1606902,0.0000291,-0.0000291,9.9222800,0.5602980,-0.5602980,2459635.5598040,0.001786,-0.001786
87827371,"5465",1.2209600,0.0593367,-0.0593367,5717.9000000,114.2000000,-114.2000000,627.9350000,"5465.01",4.3983492,0.0002943,-0.0002943,18.5093039,20.5808730,-20.5808730,2460237.8194480,0.001756,-0.001756
45368525,"5466",1.4100000,0.0600000,-0.0600000,6709.0000000,173.0000000,-173.0000000,821.1350000,"5466.01",2.8066134,0.0000940,-0.0000940,17.3144000,0.8684850,-0.8684850,2459548.1809240,0.001449,-0.001449
83275782,"5467",1.6300000,0.0900000,-0.0900000,6328.7000000,108.0000000,-108.0000000,565.3590000,"5467.01",2.6570006,0.0001021,-0.0001021,10.4864000,0.6465180,-0.6465180,2459545.3531550,0.001502,-0.001502
172222885,"5468",1.2200000,0.0700000,-0.0700000,6283.0000000,130.2000000,-130.2000000,507.0200000,"5468.01",20.9233666,0.0000909,-0.0000909,12.2366000,0.7650860,-0.7650860,2460245.6092820,0.002753,-0.002753
