tid,toipfx,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_dist,toi,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2
204376737,"231",0.8177050,0.0408442,-0.0408442,5375.0000000,,,197.1190000,"231.01",3.3610013,0.0000005,-0.0000005,12.7400071,0.6397709,-0.6397709,2458357.3947440,0.000097,-0.000097
38467100,"2310",1.1800000,0.1700000,-0.1700000,5266.7000000,5383.5000000,-5383.5000000,,"2310.01",2.9432073,0.0000017,-0.0000017,13.6531000,1.9271000,-1.9271000,2459357.8959030,0.000417,-0.000417
25139786,"2311",0.8851250,,,5289.4000000,5240.2000000,-5240.2000000,264.8740000,"2311.01",1.5933772,0.0001759,-0.0001759,9.0125420,0.3485221,-0.3485221,2459062.7702010,0.001343,-0.001343
147425389,"2312",,,,5590.5000000,5635.3000000,-5635.3000000,490.3140000,"2312.01",3.1856867,0.0000042,-0.0000042,,,,2459063.3753300,0.000734,-0.000734
325468685,"2313",,,,5816.0000000,190.0000000,-190.0000000,330.9490000,"2313.01",1.8905304,0.0000029,-0.0000029,,,,2459063.0022350,0.000400,-0.000400
355446093,"2314",1.5503300,0.0736382,-0.0736382,6093.1000000,6117.3000000,-6117.3000000,540.2680000,"2314.01",15.9375460,0.0065295,-0.0065295,11.9220549,0.9998953,-0.9998953,2459063.2400330,0.004612,-0.004612
302333151,"2315",1.1648901,0.0570854,-0.0570854,5941.2000000,5990.0000000,-5990.0000000,290.4360000,"2315.01",1.4407070,0.0000018,-0.0000018,9.9844910,1.3201250,-1.3201250,2459062.3731490,0.000370,-0.000370
61980227,"2316",1.2584400,0.0616131,-0.0616131,6764.0000000,6750.8000000,-6750.8000000,539.4860000,"2316.01",3.0958985,0.0002913,-0.0002913,19.2443952,15.4416610,-15.4416610,2459064.5942920,0.001192,-0.001192
274599700,"2317",1.4356500,0.0839045,-0.0839045,5635.7500000,143.2370000,-143.2370000,448.1430000,"2317.01",,,,11.6258650,0.9148574,-0.9148574,2459002.0812340,0.009418,-0.009418
88840705,"2318",0.8445480,,,4968.0000000,,,45.0103000,"2318.01",,,,6.5071192,2.0007920,-2.0007920,2459026.6476130,0.002501,-0.002501
349488688,"2319",1.3961900,0.0640704,-0.0640704,6329.0000000,134.9550000,-134.9550000,107.8980000,"2319.01",,,,4.1844083,0.8714301,-0.8714301,2459002.7652650,0.003018,-0.003018
349488688,"2319",1.3961900,0.0640704,-0.0640704,6329.0000000,134.9550000,-134.9550000,107.8980000,"2319.02",11.6207544,0.0000701,-0.0000701,3.2075540,0.6054279,-0.6054279,2458994.2874560,0.002812,-0.002812
402026209,"232",0.8949740,0.0555528,-0.0555528,5436.0000000,,,267.2060000,"232.01",1.3382314,0.0000003,-0.0000003,14.8542602,0.9233534,-0.9233534,2458355.1844210,0.000052,-0.000052
207501148,"2320",1.2362300,0.0569347,-0.0569347,5879.0000000,120.4470000,-120.4470000,167.5420000,"2320.01",,,,18.0000000,,,2459007.7272930,0.002842,-0.002842
138126035,"2321",0.9700000,0.0400000,-0.0400000,5645.8400000,105.2740000,-105.2740000,120.5350000,"2321.01",716.3497402,0.0000010,-0.0000010,2.9082600,0.1572790,-0.1572790,2458954.3241390,0.000010,-0.000010
300812741,"2322",0.6975470,0.0569246,-0.0569246,4465.0000000,125.1000000,-125.1000000,59.8610000,"2322.01",20.2254946,0.0000487,-0.0000487,1.9090249,0.8845575,-0.8845575,2459037.4175390,0.001624,-0.001624
434260570,"2455",0.4899160,0.0150345,-0.0150345,3553.0000000,157.0000000,-157.0000000,143.9793000,"2455.01",4.7204890,0.0000021,-0.0000021,14.6186346,3.0897126,-3.0897126,2459177.1949500,0.000236,-0.000236
311271011,"2456",0.7880510,0.0514899,-0.0514899,4968.0000000,124.2990000,-124.2990000,69.1329000,"2456.01",,,,2.8398685,2.4257894,-2.4257894,2459178.8945560,0.002503,-0.002503
117799904,"2457",0.6315690,0.0632463,-0.0632463,4045.0000000,124.4420000,-124.4420000,61.4250000,"2457.01",14.1993538,0.0040069,-0.0040069,2.7591068,1.3017113,-1.3017113,2459175.2550660,0.002808,-0.002808
449197831,"2458",1.3297500,0.0603015,-0.0603015,6092.0000000,124.5000000,-124.5000000,112.9580000,"2458.01",3.7369689,0.0009496,-0.0009496,2.3797323,5.7185520,-5.7185520,2459177.4025730,0.003379,-0.003379
192790476,"2459",0.6750930,0.0630151,-0.0630151,4195.0000000,124.8000000,-124.8000000,36.6113000,"2459.01",19.1047019,0.0000417,-0.0000417,2.9365337,0.5460801,-0.5460801,2458452.3345640,0.001143,-0.001143
158623531,"246",1.2600000,0.0900000,-0.0900000,5070.0000000,,,169.2720000,"246.01",7.8728937,0.0000048,-0.0000048,15.0953000,1.1157300,-1.1157300,2458355.7322900,0.000250,-0.000250
454224694,"2460",1.0378300,0.0476885,-0.0476885,5994.0000000,122.3810000,-122.3810000,279.5000000,"2460.01",0.5154610,0.0000460,-0.0000460,6.5688522,13.4398900,-13.4398900,2459174.3857120,0.001292,-0.001292
411839167,"2461",1.7393100,0.1106330,-0.1106330,6513.0000000,132.8000000,-132.8000000,372.6320000,"2461.01",6.1802614,0.0000066,-0.0000066,13.7037465,0.8823524,-0.8823524,2459175.3273010,0.000511,-0.000511
248434780,"2462",1.8273300,0.1096680,-0.1096680,5365.0000000,32.4000000,-32.4000000,516.4950000,"2462.01",12.8643168,0.0044143,-0.0044143,17.4453322,1.2423514,-1.2423514,2459183.6511870,0.003098,-0.003098
452375478,"2463",3.2125199,0.1423570,-0.1423570,6481.0000000,130.4370000,-130.4370000,332.8250000,"2463.01",10.6079445,0.0009522,-0.0009522,11.6613557,0.6679118,-0.6679118,2459179.1820440,0.002481,-0.002481
32949762,"2464",0.8700000,0.0500000,-0.0500000,5160.0000000,127.2200000,-127.2200000,288.3260000,"2464.01",3.7684981,0.0000066,-0.0000066,12.5471000,0.7667130,-0.7667130,2459222.6810310,0.000457,-0.000457
146523262,"2465",1.0150700,0.0440855,-0.0440855,6808.4000000,126.9000000,-126.9000000,219.0930000,"2465.01",3.7592050,0.0007472,-0.0007472,3.1563691,0.8288763,-0.8288763,2459174.8394110,0.002754,-0.002754
293612446,"2466",1.7700000,0.0900000,-0.0900000,6475.0000000,131.6840000,-131.6840000,663.8340000,"2466.01",2.6266983,0.0000010,-0.0000010,18.7969000,0.9836560,-0.9836560,2459493.9445000,0.000619,-0.000619
71013298,"2467",0.8087410,0.0520100,-0.0520100,4909.0000000,120.9780000,-120.9780000,94.7639000,"2467.01",1.7556616,0.0000111,-0.0000111,1.7738475,1.7228535,-1.7228535,2458438.6009080,0.001357,-0.001357
31114545,"2468",2.3700000,0.1100000,-0.1100000,6102.0000000,134.2000000,-134.2000000,421.7260000,"2468.01",24.4232697,0.0001365,-0.0001365,11.2009000,0.9524640,-0.9524640,2459196.8734200,0.003179,-0.003179
117843067,"2469",2.5700000,0.1300000,-0.1300000,6931.0000000,126.2000000,-126.2000000,632.1830000,"2469.01",2.3767548,0.0003986,-0.0003986,23.4044000,1.2421600,-1.2421600,2459198.8095590,0.002367,-0.002367
403288821,"2623",2.8400000,,,5073.0000000,5126.8000000,-5126.8000000,995.7410000,"2623.01",0.5474737,0.0000024,-0.0000024,10.9219000,,,2459085.6117850,0.002200,-0.002200
349410350,"2624",0.7800000,,,5141.0000000,122.0000000,-122.0000000,390.2630000,"2624.01",3.0235362,0.0000019,-0.0000019,13.1780000,,,2459384.3561790,0.000305,-0.000305
308396509,"2625",,,,5876.0000000,178.7000000,-178.7000000,843.0280000,"2625.01",2.1481182,0.0000011,-0.0000011,,,,2459963.1481070,0.000380,-0.000380
300604770,"2626",0.7520320,0.0624674,-0.0624674,4404.0000000,121.8000000,-121.8000000,192.4350000,"2626.01",3.4562767,0.0000065,-0.0000065,10.5605032,0.8884846,-0.8884846,2459963.8945980,0.000238,-0.000238
262829328,"2627",0.9700000,,,5427.0000000,122.0000000,-122.0000000,598.5820000,"2627.01",1.0649771,0.0000022,-0.0000022,12.4794000,,,2459086.2764490,0.001012,-0.001012
260541432,"2628",1.2100000,,,5969.0000000,122.0000000,-122.0000000,765.2380000,"2628.01",0.8715953,0.0000007,-0.0000007,10.5535000,,,2459387.8849730,0.000496,-0.000496
259901731,"2629",1.4219800,,,5893.0000000,122.0000000,-122.0000000,859.7250000,"2629.01",11.4856846,0.0000362,-0.0000362,16.3774861,0.4028077,-0.4028077,2460134.4120890,0.002363,-0.002363
120916706,"263",0.4397380,0.0167967,-0.0167967,3116.0000000,101.0000000,-101.0000000,277.4040000,"263.01",0.5568095,0.0000089,-0.0000089,9.6870229,0.6701487,-0.6701487,2459116.1478510,0.001080,-0.001080
391900348,"2630",1.8800000,,,6125.1000000,475.0000000,-475.0000000,517.4020000,"2630.01",9.7130596,0.0000132,-0.0000132,12.3196000,,,2460070.8101970,0.002782,-0.002782
140067837,"2631",1.0789900,0.0533744,-0.0533744,5752.2000000,5808.8000000,-5808.8000000,454.8700000,"2631.01",6.6314357,0.0000117,-0.0000117,13.1886910,1.5463964,-1.5463964,2459065.4053660,0.001278,-0.001278
231703293,"2632",1.1300000,0.0500000,-0.0500000,6164.0000000,126.6000000,-126.6000000,540.6320000,"2632.01",0.9071050,0.0000059,-0.0000059,7.8205900,3.0913400,-3.0913400,2459085.5471750,0.002979,-0.002979
386131764,"2633",1.6701300,0.0747588,-0.0747588,7811.0000000,143.0470000,-143.0470000,746.0360000,"2633.01",18.1960491,0.0032317,-0.0032317,8.8304863,0.8831822,-0.8831822,2459229.3615750,0.008092,-0.008092
318812447,"2634",0.9552400,,,5349.1600000,,,155.7550000,"2634.01",,,,5.8424203,0.3200569,-0.3200569,2459147.1335740,0.004179,-0.004179
358557578,"2635",2.8327301,0.1381660,-0.1381660,6502.0000000,138.8000000,-138.8000000,792.0100000,"2635.01",7.4547813,0.0000292,-0.0000292,14.5247965,1.0643468,-1.0643468,2459287.9939260,0.002036,-0.002036
119925436,"2636",1.9022400,,,7176.0000000,1003.8000000,-1003.8000000,502.3420000,"2636.01",3.1054901,0.0000024,-0.0000024,15.7521647,0.1002510,-0.1002510,2459280.9980230,0.000324,-0.000324
349408306,"2637",,,,5780.0000000,,,874.6570000,"2637.01",0.1520760,0.0000018,-0.0000018,,,,2460014.3994590,0.000487,-0.000487
458342769,"2638",,,,5780.0000000,,,647.6940000,"2638.01",3.9299344,0.0000089,-0.0000089,,,,2459282.1490630,0.000896,-0.000896
233680651,"2166",1.9900000,0.0900000,-0.0900000,6515.0000000,121.0000000,-121.0000000,348.5540000,"2166.01",5.1354577,0.0000137,-0.0000137,3.3405000,0.1687650,-0.1687650,2460555.5940310,0.002858,-0.002858
160162987,"2167",1.1900000,0.0600000,-0.0600000,5752.0000000,126.2000000,-126.2000000,232.3040000,"2167.01",23.0531698,0.0000728,-0.0000728,9.1261300,1.8645500,-1.8645500,2459441.7460480,0.001291,-0.001291
364075352,"2168",1.2600000,0.0500000,-0.0500000,6641.0000000,158.8000000,-158.8000000,310.8850000,"2168.01",37.8363300,0.0004000,-0.0004000,13.5094000,0.8026170,-0.8026170,2458772.9335100,0.001760,-0.001760
8516795,"2169",1.8100000,0.0900000,-0.0900000,6183.0000000,149.7000000,-149.7000000,351.4870000,"2169.01",8.2148505,0.0000472,-0.0000472,10.4375000,0.5452610,-0.5452610,2459773.7479450,0.002113,-0.002113
260043723,"217",1.5500000,0.0700000,-0.0700000,6278.0000000,196.0000000,-196.0000000,142.0180000,"217.01",3.1385875,0.0000032,-0.0000032,4.7063900,0.5230860,-0.5230860,2460203.9466400,0.001061,-0.001061
154741689,"2170",1.1200000,0.0500000,-0.0500000,6018.0000000,138.2000000,-138.2000000,206.3680000,"2170.01",9.2786686,0.0000580,-0.0000580,2.2316800,0.1310410,-0.1310410,2460469.2444000,0.005298,-0.005298
75656058,"2171",1.4900000,,,6528.0000000,,,420.2680000,"2171.01",1.7816600,0.0002500,-0.0002500,13.9111000,,,2459011.8331700,0.001850,-0.001850
76197937,"2172",3.7000000,,,5085.0000000,122.0000000,-122.0000000,600.5020000,"2172.01",1.7825200,0.0007400,-0.0007400,18.6528000,,,2459011.8292500,0.005670,-0.005670
293567206,"2173",1.0600000,0.0500000,-0.0500000,5829.0000000,132.5000000,-132.5000000,185.8490000,"2173.01",0.6856225,0.0000018,-0.0000018,3.3512900,0.2266410,-0.2266410,2460311.5972470,0.001507,-0.001507
159815224,"2174",1.3300000,0.0600000,-0.0600000,6069.0000000,123.9000000,-123.9000000,262.4270000,"2174.01",2.9601848,0.0000123,-0.0000123,4.2106700,0.2431440,-0.2431440,2459765.9594600,0.002003,-0.002003
405717754,"2175",1.5696599,0.0825728,-0.0825728,5967.0000000,137.8000000,-137.8000000,881.3860000,"2175.01",4.4379727,0.0000096,-0.0000096,20.3565337,1.0926616,-1.0926616,2459770.3777340,0.001876,-0.001876
123495874,"2176",1.2799200,0.0708593,-0.0708593,5883.0000000,146.4000000,-146.4000000,722.7950000,"2176.01",7.8914271,0.0000331,-0.0000331,12.9299942,0.7944591,-0.7944591,2459776.6808720,0.002951,-0.002951
123233041,"2177",1.5817000,,,6179.0000000,25.0000000,-25.0000000,1021.8700000,"2177.01",3.5224751,0.0000151,-0.0000151,15.9014832,0.3171249,-0.3171249,2459445.3041660,0.001682,-0.001682
164892194,"2178",1.3638800,,,6041.0000000,143.0000000,-143.0000000,1005.8400000,"2178.01",3.0241110,0.0000122,-0.0000122,12.0899079,0.6376047,-0.6376047,2459392.6867840,0.000868,-0.000868
237913194,"2179",1.1289800,0.0556910,-0.0556910,5713.0000000,131.3000000,-131.3000000,306.0630000,"2179.01",15.1689723,0.0005880,-0.0005880,11.7952966,0.7515523,-0.7515523,2459062.4229640,0.001099,-0.001099
32090583,"218",0.2845380,0.0085297,-0.0085297,3146.0000000,,,52.3428000,"218.01",0.4384814,0.0000284,-0.0000284,0.6505972,1.1540870,-1.1540870,2458325.5479970,0.002025,-0.002025
32090583,"218",0.2845380,0.0085297,-0.0085297,3146.0000000,,,52.3428000,"218.02",8.3522143,0.0000145,-0.0000145,1.8017268,0.6127440,-0.6127440,2458328.4083170,0.001227,-0.001227
300812741,"2322",0.7000000,0.0600000,-0.0600000,4465.0000000,125.1000000,-125.1000000,59.8610000,"2322.02",11.3071786,0.0000621,-0.0000621,1.0296800,0.0990580,-0.0990580,2460160.4513370,0.007197,-0.007197
293527670,"2323",1.6400000,0.0900000,-0.0900000,5522.0000000,132.7000000,-132.7000000,238.6800000,"2323.01",0.9865600,,,3.7868700,0.4613620,-0.4613620,2459086.6098200,0.001720,-0.001720
69819610,"2324",1.5000000,0.0700000,-0.0700000,6413.0000000,134.4000000,-134.4000000,165.1580000,"2324.01",1.0361758,0.0000047,-0.0000047,2.6239500,0.1999830,-0.1999830,2460178.9934960,0.003241,-0.003241
152800085,"2325",1.6200000,0.0700000,-0.0700000,6580.0000000,127.7000000,-127.7000000,223.8520000,"2325.01",4.2699100,0.0000200,-0.0000200,8.9557800,0.7774380,-0.7774380,2460155.1460470,0.001495,-0.001495
175456679,"2326",,,,,,,154.1240000,"2326.01",58.9970907,0.0000250,-0.0000250,,,,2460201.3340150,0.001622,-0.001622
177308364,"2327",0.9577720,0.0457286,-0.0457286,6115.0000000,194.0000000,-194.0000000,100.3510000,"2327.01",82.7899763,0.0001757,-0.0001757,3.1369358,0.3640661,-0.3640661,2458396.5377310,0.002152,-0.002152
394287035,"2328",0.9300000,0.0500000,-0.0500000,5302.3000000,5297.2000000,-5297.2000000,231.7820000,"2328.01",17.1019622,0.0000234,-0.0000234,10.1067000,0.5547320,-0.5547320,2459356.6076470,0.000809,-0.000809
238920875,"2329",1.3300000,0.0800000,-0.0800000,5424.0000000,282.9000000,-282.9000000,333.7010000,"2329.01",6.5346715,0.0000078,-0.0000078,10.7773000,0.6976720,-0.6976720,2459966.2653040,0.001364,-0.001364
415969908,"233",0.3802720,0.0114291,-0.0114291,3644.0000000,64.0000000,-64.0000000,33.7730000,"233.01",11.6700285,0.0000150,-0.0000150,2.0205499,0.5146233,-0.5146233,2458365.2614510,0.001031,-0.001031
415969908,"233",0.3802720,0.0114291,-0.0114291,3644.0000000,64.0000000,-64.0000000,33.7730000,"233.02",7.2011383,0.0000181,-0.0000181,1.7056002,1.2801327,-1.2801327,2458359.4714370,0.002151,-0.002151
180991313,"2330",1.2600000,0.0600000,-0.0600000,5960.4000000,104.5000000,-104.5000000,416.7840000,"2330.01",2.2088214,0.0000022,-0.0000022,11.6656000,0.5367940,-0.5367940,2459329.3080100,0.000424,-0.000424
168751223,"2331",0.5700000,0.0200000,-0.0200000,3798.0000000,157.0000000,-157.0000000,163.3560000,"2331.01",4.7150942,0.0000239,-0.0000239,7.4893900,3.5245600,-3.5245600,2459167.3349110,0.002753,-0.002753
286000547,"2332",1.0000000,0.0500000,-0.0500000,5596.2000000,116.1000000,-116.1000000,360.4780000,"2332.01",7.4972297,0.0000123,-0.0000123,11.9137000,0.6526720,-0.6526720,2459273.7593200,0.000913,-0.000913
358579111,"2333",1.8300000,0.0900000,-0.0900000,6115.0000000,128.6000000,-128.6000000,817.8740000,"2333.01",14.2197641,0.0001137,-0.0001137,8.7867800,0.5414370,-0.5414370,2459169.2980950,0.004470,-0.004470
200743403,"2334",1.7000000,0.1000000,-0.1000000,5556.0000000,131.5000000,-131.5000000,593.1630000,"2334.01",7.9980831,0.0000263,-0.0000263,10.9403000,0.7177970,-0.7177970,2459169.1244500,0.001609,-0.001609
160003961,"2335",1.1200000,0.0500000,-0.0500000,6004.9000000,117.5000000,-117.5000000,439.7470000,"2335.01",1.4492052,0.0000033,-0.0000033,6.1566600,0.3623100,-0.3623100,2459169.5029150,0.000900,-0.000900
88902249,"2336",1.8300000,0.0900000,-0.0900000,6458.0000000,131.6000000,-131.6000000,297.7160000,"2336.01",7.7119842,0.0000298,-0.0000298,10.7188000,0.5469610,-0.5469610,2460083.9765480,0.002751,-0.002751
230001847,"2337",3.2285900,,,4784.0000000,122.0000000,-122.0000000,536.0460000,"2337.01",2.9942630,0.0000146,-0.0000146,11.5655979,0.4168550,-0.4168550,2459769.9811020,0.005638,-0.005638
160148385,"247",1.1165500,0.0589196,-0.0589196,5540.0000000,,,352.4640000,"247.01",3.4252563,0.0000011,-0.0000011,14.3752921,0.7668788,-0.7668788,2458354.3197740,0.000219,-0.000219
298981199,"2470",0.7400000,0.0600000,-0.0600000,4562.0000000,131.6000000,-131.6000000,66.7536000,"2470.01",7.1853092,0.0000491,-0.0000491,2.1235600,0.2077580,-0.2077580,2459199.5116670,0.003504,-0.003504
71088556,"2471",2.8800000,0.1500000,-0.1500000,5908.4000000,122.0000000,-122.0000000,499.4520000,"2471.01",6.5857043,0.0000367,-0.0000367,13.2476000,5.6523200,-5.6523200,2459194.2864210,0.002388,-0.002388
248650906,"2472",1.6900000,0.0800000,-0.0800000,5824.0000000,123.9000000,-123.9000000,148.6670000,"2472.01",,,,3.3555600,0.2482230,-0.2482230,2459198.8525390,0.010199,-0.010199
399868187,"2473",1.5300000,0.0800000,-0.0800000,6589.1000000,143.9000000,-143.9000000,284.1830000,"2473.01",1.2311781,0.0000015,-0.0000015,17.5670000,5.2375200,-5.2375200,2459199.2027730,0.000682,-0.000682
449257028,"2474",3.5000000,,,4971.0000000,122.0000000,-122.0000000,132.6860000,"2474.01",4.2787520,0.0027305,-0.0027305,5.3334200,,,2459197.5764530,0.009925,-0.009925
373453507,"2475",1.3700000,0.0700000,-0.0700000,5600.0000000,138.8000000,-138.8000000,235.6080000,"2475.01",15.7925628,0.0001402,-0.0001402,4.8242900,0.3778540,-0.3778540,2459197.3992800,0.003525,-0.003525
43868600,"2476",5.6700000,,,4731.6000000,49.0000000,-49.0000000,537.7650000,"2476.01",3.8865992,0.0000301,-0.0000301,14.0296000,,,2459196.6372340,0.003746,-0.003746
412054152,"2477",1.9600000,0.1800000,-0.1800000,7505.2000000,206.7000000,-206.7000000,362.2270000,"2477.01",34.7769296,0.0006345,-0.0006345,12.9584000,4.5138200,-4.5138200,2460218.7728680,0.014419,-0.014419
262435954,"2478",1.1287000,0.0561809,-0.0561809,5748.0000000,131.4000000,-131.4000000,209.9300000,"2478.01",2.6473916,0.0008483,-0.0008483,2.7377690,3.0164180,-3.0164180,2459174.6859860,0.004588,-0.004588
167661160,"2479",1.2099299,0.0713895,-0.0713895,5363.1000000,76.0000000,-76.0000000,104.8960000,"2479.01",36.8382429,0.0001748,-0.0001748,3.7858994,0.9056574,-0.9056574,2458442.0746010,0.002022,-0.002022
201793781,"248",1.1214800,0.0520603,-0.0520603,5711.7000000,57.0000000,-57.0000000,75.9529000,"248.01",5.9910569,0.0000134,-0.0000134,2.3197704,0.9926210,-0.9926210,2458354.8386500,0.001140,-0.001140
1449756,"2480",1.9200000,0.0900000,-0.0900000,6421.0000000,134.0000000,-134.0000000,470.3560000,"2480.01",11.3543085,0.0023415,-0.0023415,9.4068800,0.5405840,-0.5405840,2459199.5930660,0.002667,-0.002667
262258341,"2481",0.8600000,0.0500000,-0.0500000,5567.0000000,137.1000000,-137.1000000,151.7560000,"2481.01",11.9948320,0.0000954,-0.0000954,3.1112400,0.2242440,-0.2242440,2459193.2557970,0.003967,-0.003967
117938087,"2482",0.6100000,0.0400000,-0.0400000,4779.1000000,150.0000000,-150.0000000,,"2482.01",14.9315582,0.0002251,-0.0002251,1.5829300,0.1301440,-0.1301440,2459187.8281810,0.006414,-0.006414
219151731,"2483",1.5100000,0.0700000,-0.0700000,6137.7000000,114.5000000,-114.5000000,259.2990000,"2483.01",1.4853364,0.0000052,-0.0000052,4.8653900,0.2671990,-0.2671990,2459249.9737490,0.001188,-0.001188
68035559,"2484",0.8900000,0.0400000,-0.0400000,5632.0000000,121.0000000,-121.0000000,179.1270000,"2484.01",8.3272872,0.0000257,-0.0000257,5.1830000,0.2993370,-0.2993370,2459686.1116380,0.001660,-0.001660
328934463,"2485",1.7200000,0.0900000,-0.0900000,6016.4000000,119.0000000,-119.0000000,397.9530000,"2485.01",11.2347982,0.0000537,-0.0000537,12.1960000,0.6578480,-0.6578480,2459658.8122570,0.002941,-0.002941
98728690,"2688",1.4800000,0.0800000,-0.0800000,5530.0000000,127.5000000,-127.5000000,350.6870000,"2688.01",2.1415519,0.0000177,-0.0000177,4.7228700,0.3546400,-0.3546400,2459165.7699570,0.004871,-0.004871
92363023,"2689",0.8900000,0.0600000,-0.0600000,5001.0000000,128.7000000,-128.7000000,315.8050000,"2689.01",3.4180406,0.0000123,-0.0000123,6.5817100,0.4850750,-0.4850750,2459164.8710150,0.002134,-0.002134
220479565,"269",0.3979240,0.0119470,-0.0119470,3607.0000000,,,57.0225000,"269.01",3.6977167,0.0000022,-0.0000022,2.9420440,0.2132582,-0.2132582,2458381.8455490,0.000243,-0.000243
92359852,"2690",,,,,,,,"2690.01",4.1549988,0.0000041,-0.0000041,,,,2459167.7123020,0.000441,-0.000441
71345362,"2691",0.9500000,,,5283.0000000,,,374.7630000,"2691.01",3.8821916,0.0000402,-0.0000402,5.5709600,,,2459167.7948380,0.004767,-0.004767
38399060,"2692",0.8400000,,,5343.0000000,122.0000000,-122.0000000,472.6320000,"2692.01",3.6506781,0.0000077,-0.0000077,12.1655000,,,2459163.7692150,0.000967,-0.000967
30016082,"2693",0.9700000,,,5388.0000000,123.0000000,-123.0000000,537.1820000,"2693.01",1.3225635,0.0000023,-0.0000023,11.5804000,,,2459167.8614730,0.000849,-0.000849
146467673,"2694",,,,5095.6000000,1104.7000000,-1104.7000000,451.4860000,"2694.01",1.6375324,0.0000044,-0.0000044,,,,2459198.0688320,0.001409,-0.001409
140284353,"2695",1.7000000,0.1600000,-0.1600000,5200.0000000,234.9000000,-234.9000000,,"2695.01",0.5566811,0.0000008,-0.0000008,13.2433000,1.9190600,-1.9190600,2459226.4359760,0.000758,-0.000758
139445621,"2696",1.1200000,0.0500000,-0.0500000,6191.0000000,117.6000000,-117.6000000,537.9430000,"2696.01",6.4093650,0.0000111,-0.0000111,12.1252000,0.6130310,-0.6130310,2459199.8972420,0.001096,-0.001096
139445453,"2697",1.6100000,,,5683.0000000,122.0000000,-122.0000000,911.8100000,"2697.01",4.3169755,0.0000291,-0.0000291,10.9284000,,,2459199.8671150,0.004092,-0.004092
100683605,"2698",,,,5219.5000000,174.8000000,-174.8000000,440.3580000,"2698.01",3.2705630,0.0000076,-0.0000076,,,,2459223.8473440,0.000926,-0.000926
77958378,"2699",1.2000000,,,4964.0000000,122.0000000,-122.0000000,511.6590000,"2699.01",5.8259928,0.0000120,-0.0000120,14.0157000,,,2459198.3369390,0.001152,-0.001152
259377017,"270",0.3743580,0.0114957,-0.0114957,3551.0000000,74.0000000,-74.0000000,22.4793000,"270.01",5.6605693,0.0000039,-0.0000039,2.4070872,0.1197317,-0.1197317,2459198.9614540,0.000528,-0.000528
259377017,"270",0.3743580,0.0114957,-0.0114957,3551.0000000,74.0000000,-74.0000000,22.4793000,"270.02",11.3795653,0.0000151,-0.0000151,2.2539464,0.1026034,-0.1026034,2458389.6793360,0.000585,-0.000585
259377017,"270",0.3743580,0.0114957,-0.0114957,3551.0000000,74.0000000,-74.0000000,22.4793000,"270.03",3.3601377,0.0000086,-0.0000086,1.1843718,0.7376670,-0.7376670,2458383.7332140,0.000708,-0.000708
56096837,"2700",1.1600000,0.0600000,-0.0600000,5720.0000000,129.9000000,-129.9000000,404.6620000,"2700.01",4.6636858,0.0000072,-0.0000072,12.5117000,0.6435050,-0.6435050,2459196.5702960,0.000807,-0.000807
44791617,"2701",1.3500000,0.0700000,-0.0700000,5823.0000000,128.4000000,-128.4000000,600.0100000,"2701.01",2.1694660,0.0000165,-0.0000165,5.8120500,0.5063190,-0.5063190,2459166.3588060,0.004462,-0.004462
43604949,"2702",1.6000000,,,6950.0000000,123.0000000,-123.0000000,1115.1600000,"2702.01",1.9422802,0.0000038,-0.0000038,15.1178000,,,2459196.4295160,0.001102,-0.001102
298663873,"2180",1.6276200,0.0825628,-0.0825628,5739.0000000,129.5000000,-129.5000000,116.6850000,"2180.01",260.1740061,0.0004755,-0.0004755,11.3192423,0.5783491,-0.5783491,2459611.4455370,0.003271,-0.003271
233068569,"2181",0.9100000,0.0400000,-0.0400000,5574.0000000,121.3000000,-121.3000000,322.0900000,"2181.01",8.3790570,0.0000182,-0.0000182,4.9700200,0.2794440,-0.2794440,2459843.1895470,0.001634,-0.001634
268823307,"2182",1.7818500,0.0870553,-0.0870553,6295.0000000,102.6000000,-102.6000000,899.7770000,"2182.01",3.5484481,0.0000162,-0.0000162,15.2165016,0.8731938,-0.8731938,2459444.7068680,0.002422,-0.002422
1715469662,"2183",,,,5485.0000000,756.1000000,-756.1000000,105.3340000,"2183.01",6.5011256,0.0000051,-0.0000051,,,,2459789.2843280,0.000333,-0.000333
176956893,"2184",3.1513801,0.1691430,-0.1691430,5731.8000000,64.7000000,-64.7000000,788.3170000,"2184.01",6.9067868,0.0000097,-0.0000097,13.4176028,0.8840088,-0.8840088,2459036.6187410,0.000845,-0.000845
355096431,"2185",1.0863700,0.0558869,-0.0558869,5440.3000000,5485.6000000,-5485.6000000,493.8710000,"2185.01",7.2147718,0.0013355,-0.0013355,10.1239555,0.8748910,-0.8748910,2459036.8897680,0.002429,-0.002429
238171173,"2186",1.3714800,,,5772.2000000,5876.6000000,-5876.6000000,771.8220000,"2186.01",4.4769220,0.0000059,-0.0000059,14.3955457,0.3062811,-0.3062811,2459040.6774110,0.000834,-0.000834
